Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,Inp_IchimokuFilter_Enabled,InpRange1_ATR_Period,InpRange1_ATR_Multiplier,InpRange1_SL_ATR_Period,InpRange1_SL_ATR_Multiplier,InpRange1_Trailing_ATR_Period,InpRange1_Trailing_ATR_Multiplier,InpRange1_RR_Ratio,InpRange1_PartialClosePercent
2007,514826.00,1683.18,88.58842,3.49445,1.82052,24.23600,514826,13.33,19,true,1,2.5,135,2.05,58,2.9,2.7,101
1527,452342.00,919.41,61.29400,2.83812,2.80445,22.16672,452342,5.25,15,true,1,2.5,130,1.6,140,1.8,3.15,101
948,384654.00,855.90,57.06000,2.72686,2.64142,21.41852,384654,5.24,15,true,1,2.5,130,1.6,140,2.9,2.7,101
2103,322393.00,1452.40,53.79259,3.00907,1.58338,36.42243,322393,13.31,27,true,1,1.7,135,2.05,58,2.8,2.25,71
1693,241153.00,1701.84,89.57053,3.28825,1.59899,22.61267,241153,14.75,19,true,1,2.5,57,1.9,35,1.4,3.6,101
1839,196559.00,1610.98,73.22636,3.45546,1.54208,30.65983,196559,14.94,22,true,1,1.5,119,1.75,36,2.5,2.7,96
2194,192463.00,1668.07,50.54758,2.57395,1.72719,27.59279,192463,14.17,33,false,1,1.9,74,2.05,28,2.1,3.45,91
2080,192463.00,1668.07,50.54758,2.57395,1.72719,27.59279,192463,14.17,33,false,1,1.9,74,2.05,16,2.1,3.45,91
1519,192070.00,1351.21,54.04840,2.85392,1.25980,26.84310,192070,15.41,25,true,1,2.9,18,2.05,46,2.3,3.45,61
1620,189199.00,1654.59,50.13909,2.56222,1.70318,27.56434,189199,14.26,33,false,1,1.9,74,2.05,16,1,3.75,71
2085,178222.00,35921.32,42.46019,1.55659,9.43461,13.36731,178222,11.03,846,true,115,1.9,58,1.3,118,1.1,1.5,101
1977,172917.00,1318.41,52.73640,2.81362,1.19812,26.82950,172917,15.82,25,true,1,2.9,18,2.05,46,1.5,3.3,16
1770,167113.00,1296.44,51.85760,2.78652,1.16022,26.79710,167113,16.07,25,true,1,2.9,18,2.05,46,2,3.3,26
2021,166953.00,1494.67,67.93955,3.28938,1.43074,30.66370,166953,14.93,22,true,1,1.5,112,1.75,47,1.5,3.3,16
1751,163250.00,1819.36,43.31810,2.42493,2.13145,29.78658,163250,12.61,42,false,1,1.5,121,2.2,29,1,1.5,76
2196,162111.00,1819.30,43.31667,2.42478,2.13138,29.73184,162111,12.60,42,false,1,1.5,121,2.2,16,1,1.5,81
1975,162111.00,1819.30,43.31667,2.42478,2.13138,29.73184,162111,12.60,42,false,1,1.5,121,2.2,28,1,1.5,81
2076,162111.00,1819.30,43.31667,2.42478,2.13138,29.73184,162111,12.60,42,false,1,1.5,121,2.2,29,1,1.5,81
1764,160937.00,1818.69,43.30214,2.42506,2.13066,29.93334,160937,12.61,42,false,1,1.5,14,2.2,95,1,1.5,61
2132,159925.00,1189.23,45.73962,2.58052,1.35284,29.75473,159925,13.30,26,true,1,1.5,135,2.05,58,2.9,2.4,66
2050,158963.00,706.02,47.06800,2.30520,2.01916,13.49736,158963,6.25,15,true,1,2.5,130,1.6,88,1.4,3.6,101
1653,158963.00,706.02,47.06800,2.30520,2.01916,13.49736,158963,6.25,15,true,1,2.5,130,1.6,140,1.4,3.6,101
1371,158963.00,706.02,47.06800,2.30520,2.01916,13.49736,158963,6.25,15,true,1,2.5,130,1.6,31,1.4,3.6,101
2041,152706.00,1815.28,43.22095,2.42528,2.13121,30.52317,152706,12.60,42,false,1,1.5,121,2.2,29,1,1.5,1
1786,152706.00,1815.28,43.22095,2.42528,2.13121,30.52317,152706,12.60,42,false,1,1.5,121,2.2,28,1,1.5,1
1721,152706.00,1815.28,43.22095,2.42528,2.13121,30.52317,152706,12.60,42,false,1,1.5,7,2.2,85,1,1.5,1
1533,152706.00,1815.28,43.22095,2.42528,2.13121,30.52317,152706,12.60,42,false,1,1.5,14,2.2,95,1,1.5,1
950,152706.00,1815.28,43.22095,2.42528,2.13121,30.52317,152706,12.60,42,false,1,1.5,7,2.2,69,1,1.5,1
691,152706.00,1815.28,43.22095,2.42528,2.13121,30.52317,152706,12.60,42,false,1,1.5,7,2.2,108,1,1.5,1
1796,149906.00,1438.26,65.37546,3.21933,1.38885,29.70460,149906,14.94,22,true,1,1.5,119,1.75,36,1.9,2.4,36
2184,147685.00,1684.16,44.32000,2.28992,1.48359,17.94614,147685,15.54,38,false,1,2.9,130,2.2,61,2.1,3.3,26
1844,143738.00,1412.30,64.19546,3.18538,1.36859,29.09123,143738,14.92,22,true,1,1.5,119,1.75,36,1.3,1.8,11
1715,139804.00,31434.82,37.20097,1.48687,7.82576,12.49069,139804,12.18,845,true,125,1.9,16,1.45,135,1.1,1.5,101
1978,135276.00,1420.84,64.58364,3.20087,1.38174,28.51824,135276,14.92,22,true,1,1.5,119,1.75,36,1,1.5,1
1990,134801.00,1139.52,43.82769,2.52196,1.30712,28.79353,134801,13.28,26,true,1,1.5,135,2.05,58,1,1.5,36
1885,128638.00,1141.50,43.90385,2.52678,1.30939,29.37093,128638,13.29,26,true,1,1.5,135,2.05,58,1,1.5,1
2155,126120.00,1119.86,43.07154,2.49586,1.28189,28.10412,126120,13.30,26,true,1,1.5,135,2.05,65,1.7,1.8,71
1850,121166.00,1319.38,57.36435,2.51597,1.59677,24.72492,121166,12.63,23,true,1,2.1,81,2.2,77,1,2.7,101
1437,121145.00,1734.35,42.30122,2.29249,2.02753,26.79165,121145,12.61,41,false,1,1.5,121,2.2,29,2,1.8,96
1362,118667.00,1688.63,41.18610,2.26259,1.97829,26.61856,118667,12.60,41,false,1,1.5,7,2.2,108,1.7,1.8,71
1820,110739.00,34600.52,40.94736,1.54325,8.00142,12.08482,110739,12.56,845,true,35,1.7,48,1.3,104,1.1,1.5,101
1812,110454.00,1061.42,40.82385,2.42547,1.21753,28.49348,110454,13.29,26,true,1,1.5,135,2.05,58,2.2,1.8,31
1968,107205.00,1276.22,63.81100,2.69125,1.35110,23.92498,107205,14.07,20,true,1,1.5,119,1.9,55,1.1,1.5,101
1954,106918.00,1622.59,39.57537,2.21662,1.90092,26.40877,106918,12.61,41,false,1,1.5,7,2.2,69,1.3,1.8,11
1784,106918.00,1622.59,39.57537,2.21662,1.90092,26.40877,106918,12.61,41,false,1,1.5,7,2.2,108,1.3,1.8,11
1202,101897.00,1568.56,38.25756,2.17746,1.83763,26.06896,101897,12.60,41,false,1,1.5,121,2.2,29,2.6,1.95,31
2177,98134.00,1111.52,55.57600,2.37269,1.25664,20.43522,98134,13.30,20,true,1,1.5,135,2.05,65,1.5,3,101
1814,98134.00,1111.52,55.57600,2.37269,1.25664,20.43522,98134,13.30,20,true,1,1.5,135,2.05,58,1.5,3,101
1988,97938.00,555.41,37.02733,2.15168,1.58857,14.51883,97938,6.28,15,true,1,2.5,130,1.6,31,1.1,1.5,101
1758,88483.00,1161.25,52.78409,2.31304,1.25408,18.41079,88483,13.88,22,true,1,2.9,130,2.2,45,1.4,3.6,101
2048,87364.00,1592.37,30.04472,1.91657,1.72100,25.58410,87364,13.12,53,false,1,1.5,7,2.5,76,1,1.5,36
1133,87022.00,1396.46,46.54867,2.62159,1.37260,30.94415,87022,14.95,30,false,1,1.7,63,1.75,23,1,1.5,1
2199,86831.00,1597.47,30.14094,1.91825,1.71609,25.27548,86831,13.19,53,false,1,1.5,7,2.5,95,1,1.5,81
1908,86831.00,1597.47,30.14094,1.91825,1.71609,25.27548,86831,13.19,53,false,1,1.5,116,2.5,110,1,1.5,81
2088,86217.00,1026.28,41.05120,2.27163,1.09581,22.50856,86217,14.04,25,true,1,1.5,135,2.05,58,1.5,3.3,16
1776,85497.00,1589.68,29.99396,1.91586,1.72308,25.80910,85497,13.09,53,false,1,1.5,7,2.5,76,1,1.5,1
1866,85497.00,1589.68,29.99396,1.91586,1.72308,25.80910,85497,13.09,53,false,1,1.5,7,2.5,63,1,1.5,1
608,85497.00,1589.68,29.99396,1.91586,1.72308,25.80910,85497,13.09,53,false,1,1.5,7,2.5,95,1,1.5,1
516,85497.00,1589.68,29.99396,1.91586,1.72308,25.80910,85497,13.09,53,false,1,1.5,7,2.5,48,1,1.5,1
1876,83553.00,877.57,48.75389,3.02967,2.07459,30.85807,83553,7.14,18,true,1,2.7,48,1.3,104,1.5,3.3,16
1934,81922.00,1333.41,37.03917,2.28948,1.60667,28.59775,81922,13.29,36,false,1,1.5,135,2.05,58,1,1.5,61
1514,81135.00,2387.37,44.21056,2.09926,1.97754,29.58926,81135,14.71,54,false,1,1.5,7,2.95,110,1,1.5,1
1110,81135.00,2387.37,44.21056,2.09926,1.97754,29.58926,81135,14.71,54,false,1,1.5,7,2.95,109,1,1.5,1
2012,80641.00,1333.51,37.04194,2.28901,1.60679,28.39573,80641,13.28,36,false,1,1.5,22,2.05,20,1,1.5,76
2124,80502.00,1335.33,37.09250,2.29065,1.60547,28.32630,80502,13.31,36,false,1,1.5,8,2.05,26,1,1.5,81
1823,79968.00,1520.40,42.23333,2.46131,1.69449,30.57873,79968,14.06,36,false,1,1.5,79,1.9,65,1,1.5,81
2151,77538.00,1312.62,36.46167,2.27010,1.58162,28.35712,77538,13.29,36,false,1,1.5,119,2.05,122,1.7,1.8,71
1783,77538.00,1312.62,36.46167,2.27010,1.58162,28.35712,77538,13.29,36,false,1,1.5,22,2.05,15,1.7,1.8,71
2038,77228.00,44810.38,53.03004,1.57153,8.07792,14.87809,77228,12.70,845,true,124,1.9,58,1.3,15,1.1,1.5,101
1420,77228.00,44810.38,53.03004,1.57153,8.07792,14.87809,77228,12.70,845,true,124,1.9,58,1.3,118,1.1,1.5,101
2168,76824.00,1335.00,37.08333,2.29329,1.60859,29.42021,76824,13.29,36,false,1,1.5,135,2.05,77,1,1.5,1
2031,76824.00,1335.00,37.08333,2.29329,1.60859,29.42021,76824,13.29,36,false,1,1.5,22,2.05,118,1,1.5,1
1956,76824.00,1335.00,37.08333,2.29329,1.60859,29.42021,76824,13.29,36,false,1,1.5,135,2.05,125,1,1.5,1
1773,76824.00,1335.00,37.08333,2.29329,1.60859,29.42021,76824,13.29,36,false,1,1.5,7,2.05,26,1,1.5,1
1424,76824.00,1335.00,37.08333,2.29329,1.60859,29.42021,76824,13.29,36,false,1,1.5,119,2.05,62,1,1.5,1
1142,76824.00,1335.00,37.08333,2.29329,1.60859,29.42021,76824,13.29,36,false,1,1.5,55,2.05,125,1,1.5,1
1095,76824.00,1335.00,37.08333,2.29329,1.60859,29.42021,76824,13.29,36,false,1,1.5,135,2.05,58,1,1.5,1
819,76824.00,1335.00,37.08333,2.29329,1.60859,29.42021,76824,13.29,36,false,1,1.5,7,2.05,138,1,1.5,1
605,76824.00,1335.00,37.08333,2.29329,1.60859,29.42021,76824,13.29,36,false,1,1.5,22,2.05,15,1,1.5,1
708,76824.00,1335.00,37.08333,2.29329,1.60859,29.42021,76824,13.29,36,false,1,1.5,135,2.05,65,1,1.5,1
1871,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,119,1.9,55,1,1.5,1
1761,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,109,1.9,39,1,1.5,1
1872,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,109,1.9,23,1,1.5,1
1865,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,7,1.9,82,1,1.5,1
1669,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,47,1.9,31,1,1.5,1
1713,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,7,1.9,112,1,1.5,1
1708,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,119,1.9,79,1,1.5,1
1637,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,109,1.9,20,1,1.5,1
1585,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,87,1.9,131,1,1.5,1
1436,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,7,1.9,96,1,1.5,1
1055,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,109,1.9,122,1,1.5,1
909,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,87,1.9,56,1,1.5,1
895,76739.00,1523.31,42.31417,2.46746,1.69774,31.77815,76739,14.08,36,false,1,1.5,79,1.9,65,1,1.5,1
1710,76255.00,1507.94,37.69850,2.08245,1.61595,23.98960,76255,13.70,40,false,1,1.5,7,2.2,108,2.1,2.4,71
2113,75492.00,1514.37,42.06583,2.45554,1.68436,31.56594,75492,14.06,36,false,1,1.5,79,1.9,65,1.3,1.8,11
2116,73688.00,1157.57,46.30280,2.42931,1.16098,24.06924,73688,14.62,25,true,1,1.5,109,1.9,122,1.5,3.3,16
1913,71723.00,1304.86,36.24611,2.26539,1.57227,29.13463,71723,13.30,36,false,1,1.5,22,2.05,43,1.3,1.8,11
1266,71723.00,1304.86,36.24611,2.26539,1.57227,29.13463,71723,13.30,36,false,1,1.5,22,2.05,92,1.3,1.8,11
1196,71723.00,1304.86,36.24611,2.26539,1.57227,29.13463,71723,13.30,36,false,1,1.5,22,2.05,15,1.3,1.8,11
1052,71685.00,23689.75,21.18940,1.48706,9.35873,8.25698,71685,10.87,1118,true,136,2.3,20,1.75,133,2.4,1.65,91
2010,71261.00,1478.63,36.96575,2.06382,1.56120,23.77199,71261,13.93,40,false,1,1.5,121,2.2,29,2.8,2.25,71
1535,70030.00,48195.03,48.00302,1.55236,9.84372,7.60966,70030,12.12,1004,true,117,2.3,10,1.3,43,1.9,3.75,61
2133,69508.00,1038.23,37.07964,2.18992,1.04269,22.48922,69508,15.04,28,true,1,2.5,130,2.2,45,1.5,3.3,16
2158,69508.00,1038.23,37.07964,2.18992,1.04269,22.48922,69508,15.04,28,true,1,2.5,130,2.2,108,1.5,3.3,16
1778,69478.00,55034.06,65.83022,1.60173,10.44777,9.16775,69478,11.64,836,true,122,2.3,10,1.3,43,1.4,3.6,101
1953,69356.00,1766.23,32.11327,1.86722,1.72161,24.88821,69356,13.79,55,false,1,1.5,8,2.95,14,1,1.5,81
2137,68448.00,1464.71,36.61775,2.05489,1.52853,23.69905,68448,14.10,40,false,1,1.5,7,2.2,45,2.8,2.4,66
2005,68448.00,1464.71,36.61775,2.05489,1.52853,23.69905,68448,14.10,40,false,1,1.5,7,2.2,60,2.8,2.4,66
1936,68448.00,1464.71,36.61775,2.05489,1.52853,23.69905,68448,14.10,40,false,1,1.5,7,2.2,124,2.8,2.4,66
1458,68448.00,1464.71,36.61775,2.05489,1.52853,23.69905,68448,14.10,40,false,1,1.5,7,2.2,108,2.8,2.4,66
2097,68259.00,860.59,47.81056,3.01336,2.16528,29.85649,68259,6.75,18,true,1,2.5,34,1.3,105,2.2,2.7,41
1633,68259.00,860.59,47.81056,3.01336,2.16528,29.85649,68259,6.75,18,true,1,2.5,34,1.3,49,2.2,2.7,41
2029,68166.00,9441.39,11.29353,1.23771,4.52690,5.62463,68166,16.85,836,true,122,2.3,78,2.35,23,1.1,1.5,101
2115,66973.00,1519.33,54.26179,2.45908,1.69330,29.44899,66973,14.06,28,false,1,1.5,63,1.9,65,1.1,1.5,101
1367,66342.00,1445.06,36.12650,2.04178,1.48020,23.65514,66342,14.36,40,false,1,1.5,7,2.2,108,1.9,2.4,36
2161,65586.00,852.31,47.35056,2.99721,2.11308,29.78706,65586,6.85,18,true,1,2.5,70,1.3,118,2,3.3,26
2102,65054.00,1334.80,47.67143,2.28945,1.60483,27.28909,65054,13.30,28,false,1,1.5,119,2.05,14,1.1,1.5,101
1974,65054.00,1334.80,47.67143,2.28945,1.60483,27.28909,65054,13.30,28,false,1,1.5,22,2.05,15,1.1,1.5,101
1856,65054.00,1334.80,47.67143,2.28945,1.60483,27.28909,65054,13.30,28,false,1,1.5,55,2.05,125,1.1,1.5,101
1838,65054.00,1334.80,47.67143,2.28945,1.60483,27.28909,65054,13.30,28,false,1,1.5,119,2.05,62,1.1,1.5,101
1570,65054.00,1334.80,47.67143,2.28945,1.60483,27.28909,65054,13.30,28,false,1,1.5,135,2.05,65,1.9,1.5,101
2009,64366.00,34060.87,40.74267,1.65426,9.05191,12.58806,64366,11.74,836,true,122,2.3,78,1.3,135,1.1,1.5,101
1916,64366.00,34060.87,40.74267,1.65426,9.05191,12.58806,64366,11.74,836,true,122,2.3,78,1.3,20,1.1,1.5,101
1632,64366.00,34060.87,40.74267,1.65426,9.05191,12.58806,64366,11.74,836,true,122,2.3,78,1.3,23,1.1,1.5,101
1875,64033.00,1198.17,34.23343,2.02744,1.09738,18.15137,64033,16.17,35,false,1,2.9,106,2.05,74,2.1,3.3,26
2164,63692.00,1416.11,39.33639,2.36719,1.57507,30.86228,63692,14.07,36,false,1,1.5,7,1.9,112,2.6,1.95,31
2063,63349.00,852.85,40.61191,2.79476,2.63201,38.69820,63349,5.25,21,true,1,2.5,130,1.6,111,2.8,2.4,66
1919,63349.00,852.85,40.61191,2.79476,2.63201,38.69820,63349,5.25,21,true,1,2.5,130,1.6,31,2.8,2.4,66
2145,61606.00,925.95,44.09286,2.95410,2.76849,36.10082,61606,5.81,21,true,1,2.5,130,1.6,92,1.5,3.3,16
1785,61606.00,925.95,44.09286,2.95410,2.76849,36.10082,61606,5.81,21,true,1,2.5,130,1.6,44,1.5,3.3,16
1697,61606.00,925.95,44.09286,2.95410,2.76849,36.10082,61606,5.81,21,true,1,2.5,130,1.6,88,1.5,3.3,16
966,61606.00,925.95,44.09286,2.95410,2.76849,36.10082,61606,5.81,21,true,1,2.5,130,1.6,31,1.5,3.3,16
715,61606.00,925.95,44.09286,2.95410,2.76849,36.10082,61606,5.81,21,true,1,2.5,130,1.6,140,1.5,3.3,16
1857,61514.00,1418.96,35.47400,2.02457,1.42958,23.51135,61514,14.62,40,false,1,1.5,121,2.2,29,1.8,2.4,21
1849,61514.00,1418.96,35.47400,2.02457,1.42958,23.51135,61514,14.62,40,false,1,1.5,7,2.2,108,1.8,2.4,21
2146,60581.00,879.53,41.88238,2.85833,2.65015,39.42315,60581,5.80,21,true,1,2.5,130,1.6,127,2.4,3,16
2096,60581.00,879.53,41.88238,2.85833,2.65015,39.42315,60581,5.80,21,true,1,2.5,130,1.6,31,2.4,3,16
2169,59103.00,811.65,45.09167,2.90914,2.06039,28.50312,59103,6.75,18,true,1,2.5,58,1.3,85,2.2,2.55,41
1995,58859.00,866.20,41.24762,2.83265,2.66860,39.04270,58859,5.24,21,true,1,2.5,130,1.6,31,2.1,2.4,71
1816,58692.00,877.30,41.77619,2.85397,2.69441,39.23864,58692,5.25,21,true,1,2.5,130,1.6,140,2.5,2.7,96
1469,58692.00,877.30,41.77619,2.85397,2.69441,39.23864,58692,5.25,21,true,1,2.5,130,1.6,31,2.5,2.7,96
1569,58610.00,866.06,41.24095,2.83235,2.66817,39.04433,58610,5.24,21,true,1,2.5,130,1.6,31,2.5,2.7,76
2134,58578.00,37094.34,36.22494,1.49987,9.26155,7.32358,58578,12.22,1024,true,99,2.1,57,1.3,43,2.1,3.45,91
1912,58578.00,37094.34,36.22494,1.49987,9.26155,7.32358,58578,12.22,1024,true,99,2.1,57,1.3,118,2.1,3.45,91
2175,58384.00,1038.29,35.80310,2.12365,1.05858,23.15727,58384,14.86,29,true,1,2.1,81,2.2,125,1.5,3.3,16
849,58384.00,1038.29,35.80310,2.12365,1.05858,23.15727,58384,14.86,29,true,1,2.1,81,2.2,77,1.5,3.3,16
1998,57752.00,1023.25,34.10833,2.19959,1.26060,25.36741,57752,12.61,30,true,1,1.5,7,2.2,108,1,1.5,1
2128,56718.00,851.64,40.55429,2.80306,2.62828,38.74508,56718,5.25,21,true,1,2.5,130,1.6,105,2.2,2.55,41
2074,56718.00,851.64,40.55429,2.80306,2.62828,38.74508,56718,5.25,21,true,1,2.5,130,1.6,31,2.2,2.55,41
1292,56718.00,851.64,40.55429,2.80306,2.62828,38.74508,56718,5.25,21,true,1,2.5,130,1.6,31,2.2,2.7,41
2201,56431.00,850.14,40.48286,2.80031,2.62365,38.73336,56431,5.25,21,true,1,2.5,130,1.6,44,1.9,2.4,36
2037,56431.00,850.14,40.48286,2.80031,2.62365,38.73336,56431,5.25,21,true,1,2.5,130,1.6,140,1.9,2.4,36
1385,56371.00,1380.56,34.51400,1.97074,1.58771,21.05800,56371,13.11,40,false,1,1.5,7,2.2,108,2.5,2.7,96
1545,56230.00,864.06,48.00333,3.03797,2.11650,30.02996,56230,6.92,18,true,1,2.5,70,1.3,118,1.5,3.3,16
2174,55948.00,1368.68,34.21700,1.95941,1.50363,19.93531,55948,13.66,40,false,1,1.5,23,2.2,24,1,3.15,41
1863,55612.00,1371.37,34.28425,1.96458,1.56506,21.00500,55612,13.21,40,false,1,1.5,7,2.2,108,2.1,2.7,91
2013,55381.00,731.39,40.63278,2.72149,1.93213,25.18973,55381,6.58,18,true,1,2.5,70,1.3,118,2.8,2.4,66
2154,54460.00,41078.35,40.83335,1.54148,8.35214,6.12647,54460,23.83,1006,true,118,2.3,10,1.3,31,2.6,3.75,6
2141,54460.00,41078.35,40.83335,1.54148,8.35214,6.12647,54460,23.83,1006,true,118,2.3,10,1.3,118,2.6,3.75,6
2120,54460.00,41078.35,40.83335,1.54148,8.35214,6.12647,54460,23.83,1006,true,118,2.3,10,1.3,15,2.6,3.75,6
1911,54460.00,41078.35,40.83335,1.54148,8.35214,6.12647,54460,23.83,1006,true,118,2.3,10,1.3,92,2.6,3.75,6
1703,54460.00,41078.35,40.83335,1.54148,8.35214,6.12647,54460,23.83,1006,true,118,2.3,10,1.3,43,2.6,3.75,6
2131,54306.00,29215.23,34.98830,1.58118,9.08541,11.85551,54306,11.69,835,true,115,2.3,10,1.3,92,1.1,1.5,101
1923,54291.00,729.35,40.51944,2.71826,1.91104,25.04382,54291,6.64,18,true,1,2.5,130,1.3,75,2.8,2.25,71
1771,54291.00,729.35,40.51944,2.71826,1.91104,25.04382,54291,6.64,18,true,1,2.5,70,1.3,118,2.8,2.25,71
2183,54168.00,1421.59,40.61686,2.28402,1.56532,26.86029,54168,14.07,35,false,1,1.5,79,1.9,65,2.8,2.25,71
1571,54168.00,1421.59,40.61686,2.28402,1.56532,26.86029,54168,14.07,35,false,1,1.5,109,1.9,122,2.8,2.25,71
2121,51858.00,35040.84,42.21788,1.42334,7.90852,7.24143,51858,22.72,830,true,29,2.3,10,1.3,43,1.4,3.6,101
1532,51858.00,35040.84,42.21788,1.42334,7.90852,7.24143,51858,22.72,830,true,29,2.3,10,1.3,123,1.4,3.6,101
1291,51858.00,35040.84,42.21788,1.42334,7.90852,7.24143,51858,22.72,830,true,29,2.3,10,1.3,15,1.4,3.6,101
2179,51273.00,1218.61,34.81743,2.11274,1.45558,24.71037,51273,13.30,35,false,1,1.5,22,2.05,132,2.8,2.25,71
2167,51273.00,1218.61,34.81743,2.11274,1.45558,24.71037,51273,13.30,35,false,1,1.5,135,2.05,65,2.8,2.25,71
1883,51273.00,1218.61,34.81743,2.11274,1.45558,24.71037,51273,13.30,35,false,1,1.5,119,2.05,62,2.8,2.25,71
1660,51273.00,1218.61,34.81743,2.11274,1.45558,24.71037,51273,13.30,35,false,1,1.5,22,2.05,20,2.8,2.25,71
1258,51273.00,1218.61,34.81743,2.11274,1.45558,24.71037,51273,13.30,35,false,1,1.5,22,2.05,15,2.8,2.25,71
1195,51091.00,1333.41,33.33525,1.94000,1.47051,20.80186,51091,13.68,40,false,1,1.5,7,2.2,108,2.5,2.7,76
1233,50971.00,787.37,37.49381,2.67007,2.45884,36.05735,50971,5.24,21,true,1,2.5,130,1.6,31,2.8,2.25,71
1742,50459.00,39083.52,37.50818,1.53696,9.01325,8.30029,50459,12.93,1042,true,118,2.3,10,1.3,43,2.5,2.7,96
2049,50030.00,1376.32,39.32343,2.24627,1.51851,26.65776,50030,14.06,35,false,1,1.5,119,1.9,55,1.9,2.4,36
2156,49475.00,35410.40,35.16425,1.45377,6.59941,6.50989,49475,15.76,1007,true,29,2.3,10,1.3,63,2.3,3.45,96
2188,48668.00,1368.96,39.11314,2.24019,1.51039,26.65554,48668,14.06,35,false,1,1.5,119,1.9,79,2.2,2.55,41
1232,48668.00,1368.96,39.11314,2.24019,1.51039,26.65554,48668,14.06,35,false,1,1.5,79,1.9,65,2.2,2.55,41
1649,48234.00,35772.94,33.24623,1.48626,7.61264,7.76916,48234,18.97,1076,true,113,1.9,58,1.3,118,2.8,2.4,66
2058,48089.00,1778.33,80.83318,4.35129,1.61238,30.73321,48089,15.00,22,true,1,2.5,130,1.75,36,1.5,3.3,16
1317,47401.00,28619.47,34.48129,1.41639,7.66401,7.18282,47401,19.27,830,true,29,2.3,10,1.3,43,1.8,3.15,101
1344,47391.00,2170.84,60.30111,3.25373,2.35260,37.96615,47391,12.64,36,false,1,2.3,123,2.2,14,1,1.5,71
1999,46740.00,15646.74,14.93010,1.30378,8.09994,4.67580,46740,10.37,1048,true,118,2.3,47,2.05,46,2.5,2.7,76
2150,46184.00,1306.57,32.66425,1.91898,1.36060,19.62534,46184,14.43,40,false,1,1.5,7,2.2,69,1.5,3.3,16
1590,46132.00,33789.28,31.49048,1.48523,7.49371,7.61525,46132,14.26,1073,true,115,1.9,58,1.3,118,2.8,2.4,66
2176,45772.00,35699.14,42.39803,1.40748,7.88525,7.57879,45772,18.14,842,true,137,2.1,16,1.45,37,1.4,3.6,101
1915,45367.00,504.85,29.69706,2.01132,1.17222,18.07095,45367,7.31,17,true,1,2.9,130,1.3,57,2,3.15,21
1472,44710.00,36293.63,36.04134,1.46309,6.97162,6.67962,44710,15.20,1007,true,29,2.3,122,1.3,111,2.1,3.45,91
1098,44710.00,36293.63,36.04134,1.46309,6.97162,6.67962,44710,15.20,1007,true,29,2.3,10,1.3,43,2.1,3.45,91
2180,44100.00,1769.09,76.91696,4.71876,1.60932,35.23028,44100,14.99,23,true,1,2.5,130,1.75,75,1,1.5,81
1996,44032.00,1266.01,31.65025,1.89650,1.32524,20.41166,44032,14.44,40,false,1,1.5,7,2.2,108,2.2,2.7,41
1941,43488.00,33230.77,31.08585,1.45010,7.44199,7.57763,43488,18.01,1069,true,124,1.9,58,1.3,118,2.8,2.4,66
2153,43468.00,1281.94,32.04850,1.90350,1.31501,19.47184,43468,14.66,40,false,1,1.5,7,2.2,108,2,3.3,26
1594,43468.00,1281.94,32.04850,1.90350,1.31501,19.47184,43468,14.66,40,false,1,1.5,121,2.2,29,2,3.3,26
1067,42874.00,1274.48,31.86200,1.89831,1.29845,19.43811,42874,14.77,40,false,1,1.5,7,2.2,69,2.1,3.3,26
1964,42205.00,22799.19,22.37408,1.36439,8.29058,5.48636,42205,21.82,1019,true,136,2.3,20,1.75,133,2.3,3.45,96
2082,42027.00,36602.58,36.16856,1.44482,6.67352,6.61535,42027,15.75,1012,true,25,2.3,10,1.3,15,2.1,3.45,91
1753,41916.00,53975.34,53.23012,1.62072,9.43453,8.26551,41916,12.60,1014,true,117,2.3,10,1.3,43,2.3,3.45,96
655,41765.00,2304.64,56.21073,3.21875,2.41658,28.87779,41765,12.67,41,false,1,2.9,130,2.2,45,1,1.5,61
2057,41679.00,32789.05,32.05186,1.44875,7.84583,6.90940,41679,13.53,1023,true,112,2.1,120,1.3,31,2.3,3.45,96
1943,41679.00,32789.05,32.05186,1.44875,7.84583,6.90940,41679,13.53,1023,true,112,2.1,120,1.3,43,2.3,3.45,96
