Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,Inp_IchimokuFilter_Enabled,InpRange1_ATR_Period,InpRange1_ATR_Multiplier,InpRange1_SL_ATR_Period,InpRange1_SL_ATR_Multiplier,InpRange1_Trailing_ATR_Period,InpRange1_Trailing_ATR_Multiplier,InpRange1_RR_Ratio,InpRange1_PartialClosePercent
1556,18075.00,986.87,29.02559,1.86494,1.00455,19.15268,18075,15.48,34,false,1,1.5,119,2.05,62,2.7,3.3,31
1805,17893.00,563.13,31.28500,2.35348,1.29933,19.03944,17893,7.57,18,true,1,2.5,70,1.3,118,2.1,1.65,61
1817,17747.00,19714.93,18.20400,1.42566,8.59480,6.97158,17747,11.46,1083,true,122,2.3,86,1.6,39,2.3,1.95,81
2171,17741.00,985.01,28.97088,1.86521,1.02812,19.02017,17741,15.16,34,false,1,1.5,119,2.05,62,2,3.15,21
1799,17703.00,1049.65,36.19483,2.03814,1.05628,21.48536,17703,14.93,29,false,1,1.5,119,1.75,36,1.5,3.3,16
1901,17574.00,16154.07,15.77546,1.30914,6.88365,4.52942,17574,23.15,1024,true,136,2.3,20,1.75,78,2.1,3.3,26
1836,17574.00,16154.07,15.77546,1.30914,6.88365,4.52942,17574,23.15,1024,true,136,2.3,20,1.75,101,2.1,3.3,26
1767,17574.00,16154.07,15.77546,1.30914,6.88365,4.52942,17574,23.15,1024,true,136,2.3,20,1.75,102,2.1,3.3,26
1584,17574.00,16154.07,15.77546,1.30914,6.88365,4.52942,17574,23.15,1024,true,136,2.3,20,1.75,54,2.1,3.3,26
1020,17574.00,16154.07,15.77546,1.30914,6.88365,4.52942,17574,23.15,1024,true,136,2.3,20,1.75,118,2.1,3.3,26
912,17574.00,16154.07,15.77546,1.30914,6.88365,4.52942,17574,23.15,1024,true,136,2.3,20,1.75,133,2.1,3.3,26
2084,17354.00,30841.21,30.99619,1.38962,5.62715,6.39063,17354,25.86,995,true,29,2.3,122,1.3,111,1,3.75,71
1719,17325.00,1048.02,36.13862,2.03630,1.05464,21.48117,17325,14.93,29,false,1,1.5,119,1.75,36,1.6,3.3,21
1425,17189.00,25155.55,24.42286,1.34464,8.10732,6.91363,17189,18.88,1030,true,63,2.3,121,1.3,23,2,2.7,76
1337,17151.00,38109.39,34.67642,1.69446,9.59171,10.32188,17151,11.69,1099,true,122,2.3,37,1.45,41,2,1.8,96
1549,17091.00,1167.88,48.66167,2.14854,1.17526,21.09619,17091,14.94,24,false,1,1.5,119,1.75,36,1.5,3,101
1752,17000.00,20280.78,24.00092,1.31164,5.02257,6.47962,17000,20.16,845,true,122,1.9,111,1.3,22,2,3.45,101
1601,17000.00,20280.78,24.00092,1.31164,5.02257,6.47962,17000,20.16,845,true,122,1.9,111,1.3,118,2,3.45,101
286,17000.00,20280.78,24.00092,1.31164,5.02257,6.47962,17000,20.16,845,true,122,1.9,111,1.3,57,2,3.45,101
1985,16990.00,1026.81,35.40724,2.01815,1.03710,21.42791,16990,14.93,29,false,1,1.5,121,1.75,133,2.2,2.7,41
965,16990.00,1026.81,35.40724,2.01815,1.03710,21.42791,16990,14.93,29,false,1,1.5,112,1.75,47,2.2,2.55,41
1694,16974.00,1018.65,35.12586,2.00918,1.02509,21.30826,16974,14.94,29,false,1,1.5,112,1.75,47,2.1,3.3,26
2101,16822.00,1022.41,35.25552,2.01841,1.03838,21.19426,16822,14.93,29,false,1,1.5,112,1.75,47,2.8,2.4,66
2136,16795.00,17203.59,16.96607,1.29167,5.33647,4.25057,16795,21.39,1014,true,118,1.9,58,1.3,118,2.6,3.75,6
1484,16792.00,1063.02,20.84353,1.60903,1.08952,17.04490,16792,14.79,51,false,1,1.5,7,2.35,77,1.6,1.65,46
1726,16772.00,1020.57,35.19207,2.01658,1.03651,21.18541,16772,14.93,29,false,1,1.5,119,1.75,20,2.9,2.4,66
1704,16637.00,40249.63,39.96984,1.52759,7.97593,6.54563,16637,13.50,1007,true,122,2.3,10,1.3,43,3,3.75,66
1505,16488.00,42463.36,51.22239,1.43024,8.14767,8.43482,16488,12.89,829,true,130,2.5,105,1.3,38,1.4,3.6,101
1013,16488.00,42463.36,51.22239,1.43024,8.14767,8.43482,16488,12.89,829,true,130,2.5,105,1.3,118,1.4,3.6,101
801,16435.00,23304.27,20.97594,1.41245,7.31750,9.12274,16435,12.65,1111,true,125,1.9,16,1.45,135,1.6,1.65,91
1589,16335.00,43219.98,43.13371,1.44882,6.63165,7.29751,16335,23.99,1002,true,109,2.7,30,1.3,45,2.1,3.3,26
1521,16206.00,32139.65,31.44780,1.48174,8.39392,8.44555,16206,20.38,1022,true,128,2.7,57,1.3,96,2,2.7,76
1261,16201.00,48012.43,44.16967,1.76286,9.55916,10.43306,16201,12.52,1087,true,122,2.3,78,1.3,63,2.2,1.95,71
1835,16119.00,24484.99,23.72577,1.36399,8.64782,6.58513,16119,11.33,1032,true,100,2.5,13,1.6,104,2.1,2.7,91
1028,16119.00,24484.99,23.72577,1.36399,8.64782,6.58513,16119,11.33,1032,true,100,2.5,16,1.6,88,2.1,2.7,91
1739,16092.00,28193.05,25.77061,1.53191,7.34007,9.19224,16092,13.96,1094,true,29,2.3,10,1.3,43,1.6,1.65,91
1832,16019.00,604.83,28.80143,2.32007,1.72621,27.74501,16019,6.30,21,true,1,2.5,130,1.6,31,1,1.5,76
1826,16003.00,39589.40,37.27815,1.58964,8.68604,8.29719,16003,13.31,1062,true,117,2.3,10,1.3,43,2.8,2.25,71
23,15865.00,12115.77,14.44073,1.23815,3.97697,4.52343,15865,21.31,839,true,48,1.9,114,1.75,127,2.9,2.7,101
1762,15863.00,30314.83,27.71008,1.58263,8.81830,9.11320,15863,12.43,1094,true,115,2.3,104,1.3,118,2.1,1.65,61
1076,15852.00,23006.28,27.88640,1.33348,8.31443,7.11015,15852,16.91,825,true,100,2.5,16,1.6,15,1,2.7,101
1818,15709.00,42568.26,41.85670,1.49089,7.63780,7.63672,15709,21.44,1017,true,132,2.7,48,1.3,104,2.4,3,16
1914,15574.00,16419.48,19.36259,1.28072,4.99937,5.24834,15574,18.12,848,true,102,1.7,95,1.45,122,1.4,3.6,101
1702,15574.00,16419.48,19.36259,1.28072,4.99937,5.24834,15574,18.12,848,true,102,1.7,95,1.45,118,1.4,3.6,101
1690,15574.00,16419.48,19.36259,1.28072,4.99937,5.24834,15574,18.12,848,true,102,1.7,70,1.45,31,1.4,3.6,101
1252,15574.00,16419.48,19.36259,1.28072,4.99937,5.24834,15574,18.12,848,true,102,1.7,70,1.45,88,1.4,3.6,101
1148,15574.00,16419.48,19.36259,1.28072,4.99937,5.24834,15574,18.12,848,true,102,1.7,95,1.45,26,1.4,3.6,101
1099,15574.00,16419.48,19.36259,1.28072,4.99937,5.24834,15574,18.12,848,true,102,1.7,95,1.45,65,1.4,3.6,101
125,15574.00,16419.48,19.36259,1.28072,4.99937,5.24834,15574,18.12,848,true,102,1.7,95,1.45,58,1.4,3.6,101
1672,15571.00,26404.50,25.58576,1.38360,8.31373,6.78045,15571,12.21,1032,true,57,2.3,120,1.3,124,2.5,2.7,96
1933,15494.00,52647.95,46.79818,1.66506,10.92406,12.09897,15494,10.86,1125,true,113,1.9,58,1.3,118,1,1.5,1
1077,15437.00,28787.54,27.97623,1.44070,11.15256,7.17177,15437,9.15,1029,true,128,2.7,57,1.6,131,2.5,2.7,96
836,15437.00,28787.54,27.97623,1.44070,11.15256,7.17177,15437,9.15,1029,true,128,2.7,57,1.6,105,2.5,2.7,96
2130,15436.00,600.26,28.58381,2.31010,1.71336,27.57676,15436,6.30,21,true,1,2.5,130,1.6,140,1,1.5,81
2112,15436.00,600.26,28.58381,2.31010,1.71336,27.57676,15436,6.30,21,true,1,2.5,130,1.6,47,1,1.5,81
1983,15297.00,996.62,34.36621,1.99386,1.01219,21.00986,15297,14.94,29,false,1,1.5,119,1.75,118,1.9,2.4,36
1803,15297.00,996.62,34.36621,1.99386,1.01219,21.00986,15297,14.94,29,false,1,1.5,119,1.75,36,1.9,2.4,36
1621,15297.00,996.62,34.36621,1.99386,1.01219,21.00986,15297,14.94,29,false,1,1.5,95,1.75,25,1.9,2.4,36
1682,15266.00,22981.59,22.53097,1.41336,7.91159,5.72042,15266,20.12,1020,true,122,2.3,10,1.3,81,2.1,3.3,26
1464,15266.00,22981.59,22.53097,1.41336,7.91159,5.72042,15266,20.12,1020,true,122,2.3,10,1.3,40,2.1,3.3,26
1223,15266.00,22981.59,22.53097,1.41336,7.91159,5.72042,15266,20.12,1020,true,122,2.3,10,1.3,43,2.1,3.3,26
2148,15224.00,584.33,27.82524,2.26849,1.66875,26.99156,15224,6.30,21,true,1,2.5,130,1.6,88,2.4,1.65,91
1905,15187.00,22816.71,27.55641,1.35215,7.29269,6.67407,15187,18.75,828,true,54,2.3,52,1.3,15,1.8,3.15,101
1351,15187.00,22816.71,27.55641,1.35215,7.29269,6.67407,15187,18.75,828,true,54,2.3,52,1.3,92,1.8,3.15,101
284,15187.00,22816.71,27.55641,1.35215,7.29269,6.67407,15187,18.75,828,true,54,2.3,52,1.3,79,1.8,3.15,101
1616,15185.00,24626.69,20.13630,1.36570,6.45897,5.89621,15185,20.87,1223,false,108,2.1,127,1.3,23,2.2,2.55,41
1290,15117.00,16956.35,16.52666,1.31681,5.03764,4.61392,15117,35.59,1026,true,112,2.1,120,1.3,111,2.7,3.3,31
1244,15105.00,34819.18,32.06186,1.49251,7.43364,9.39038,15105,21.02,1086,true,109,2.7,30,1.3,45,2.1,1.65,61
1867,15015.00,29705.48,27.05417,1.53617,7.43142,9.41246,15015,13.86,1098,true,30,2.3,78,1.3,23,1.6,1.65,91
1605,15015.00,29705.48,27.05417,1.53617,7.43142,9.41246,15015,13.86,1098,true,30,2.3,10,1.3,77,1.6,1.65,91
482,14749.00,37206.55,31.63822,1.43490,6.98391,5.76101,14749,27.06,1176,false,24,2.3,10,1.3,43,1.6,3.3,21
1579,14565.00,29991.06,29.03297,1.40299,8.67069,7.07739,14565,14.76,1033,true,102,2.7,95,1.45,65,2.5,2.7,96
1479,14542.00,40016.06,36.91519,1.67842,9.44076,9.78557,14542,12.58,1084,true,115,2.3,104,1.3,118,2.2,1.95,71
1618,14241.00,20540.48,19.98101,1.33490,9.05134,6.20387,14241,21.18,1028,true,128,2.7,114,1.75,127,2,2.7,76
1369,14223.00,31004.80,27.83196,1.51889,8.21167,9.70796,14223,12.30,1114,true,35,1.7,48,1.3,56,1.6,1.65,91
1027,14223.00,31004.80,27.83196,1.51889,8.21167,9.70796,14223,12.30,1114,true,35,1.7,48,1.3,104,1.6,1.65,91
1910,14189.00,27870.61,33.53864,1.38450,8.93246,7.43113,14189,14.77,831,true,132,2.5,130,1.6,88,1.5,3,101
2051,14183.00,31315.66,28.72996,1.45122,7.39552,7.36878,14183,13.92,1090,true,124,1.9,58,1.3,118,2.6,1.95,31
1987,14101.00,35362.43,33.51889,1.57188,8.55092,7.67175,14101,13.41,1055,true,124,2.3,10,1.3,43,2.9,2.4,66
1006,14067.00,27883.85,25.03039,1.49115,9.11017,8.64200,14067,11.52,1114,true,35,1.7,48,1.3,83,1.6,1.65,46
870,14067.00,27883.85,25.03039,1.49115,9.11017,8.64200,14067,11.52,1114,true,35,1.7,48,1.3,104,1.6,1.65,46
1685,14059.00,12538.55,12.31685,1.26508,4.70040,3.79589,14059,20.61,1018,true,99,2.1,108,1.75,40,2.1,3.45,91
1630,14059.00,12538.55,12.31685,1.26508,4.70040,3.79589,14059,20.61,1018,true,99,2.1,108,1.75,62,2.1,3.45,91
982,14059.00,12538.55,12.31685,1.26508,4.70040,3.79589,14059,20.61,1018,true,99,2.1,108,1.75,81,2.1,3.45,91
650,14059.00,12538.55,12.31685,1.26508,4.70040,3.79589,14059,20.61,1018,true,99,2.1,108,1.75,28,2.1,3.45,91
1613,14010.00,10633.16,12.67361,1.21355,4.47665,4.52314,14010,18.58,839,true,48,1.9,57,1.6,105,2.9,2.7,101
905,13975.00,34132.72,32.26155,1.58101,9.58502,7.98254,13975,12.49,1058,true,122,2.3,10,1.3,43,1.8,2.4,21
1306,13973.00,25800.57,31.50253,1.36704,6.07008,7.88220,13973,21.05,819,true,123,2.9,37,1.45,41,1,2.7,101
1991,13785.00,1171.81,33.48029,2.02832,1.22692,16.90006,13785,14.28,35,false,1,2.9,18,2.05,46,2.5,2.7,96
1178,13748.00,15366.90,13.86904,1.29259,4.97079,6.07677,13748,18.53,1108,true,48,1.9,114,1.75,127,2,1.8,96
1412,13735.00,17561.77,18.03057,1.29670,3.40324,4.84498,13735,31.28,974,true,61,2.5,134,1.3,44,1.9,3.75,61
1299,13683.00,32336.13,30.67944,1.55443,9.52135,7.68028,13683,12.49,1054,true,119,2.3,24,1.3,45,1.8,2.4,21
1582,13487.00,22432.65,21.73706,1.35978,8.43067,6.18468,13487,11.83,1032,true,57,2.3,120,1.3,123,2.5,2.7,76
1449,13487.00,22432.65,21.73706,1.35978,8.43067,6.18468,13487,11.83,1032,true,57,2.3,120,1.3,124,2.5,2.7,76
2078,13450.00,1492.28,45.22061,2.50466,1.67334,28.21819,13450,13.31,33,false,1,1.9,74,2.05,16,2.5,2.7,96
1214,13429.00,37883.16,44.46380,1.39043,6.03796,6.77759,13429,19.33,852,true,6,2.1,23,1.3,14,1.5,3.6,101
1759,13417.00,1270.05,40.96936,2.63979,1.51702,31.52733,13417,12.63,31,true,1,2.1,81,2.2,29,1.6,1.65,91
1370,13417.00,1270.05,40.96936,2.63979,1.51702,31.52733,13417,12.63,31,true,1,2.1,81,2.2,77,1.6,1.65,91
1404,13347.00,26355.48,20.90046,1.42112,6.98853,7.21437,13347,13.83,1261,false,43,2.1,68,1.3,96,2,1.8,96
1834,13293.00,12552.96,12.17552,1.27593,7.40570,4.05648,13293,17.20,1031,true,122,2.3,126,2.05,77,2,3,91
1969,13251.00,529.62,29.42333,2.27169,1.22956,18.09122,13251,7.51,18,true,1,2.5,70,1.3,118,2,1.8,96
1903,13224.00,1262.58,40.72839,2.63055,1.50810,31.48759,13224,12.63,31,true,1,2.1,81,2.2,77,2.4,1.65,91
1075,13170.00,23729.40,22.94913,1.34341,9.07219,6.29034,13170,12.35,1034,true,102,2.7,58,1.6,73,2.1,2.7,91
1701,13143.00,36098.04,34.02266,1.46107,7.06525,8.50400,13143,21.31,1061,true,123,2.9,120,1.3,111,2.2,1.8,31
1255,13143.00,36098.04,34.02266,1.46107,7.06525,8.50400,13143,21.31,1061,true,123,2.9,37,1.3,43,2.2,1.8,31
1900,13111.00,39846.60,36.52301,1.64831,9.09507,8.95456,13111,12.50,1091,true,118,2.3,10,1.3,43,2.2,1.8,31
1428,13098.00,17672.58,16.62519,1.36251,9.87941,6.75050,13098,12.84,1063,true,132,2.7,128,1.6,29,2.3,1.95,81
1167,13064.00,25094.89,26.24989,1.34006,7.13316,6.45234,13064,17.97,956,false,51,2.3,52,1.3,79,1.5,3,101
2197,13004.00,30443.23,27.20575,1.53704,10.36330,9.92135,13004,10.33,1119,true,138,2.1,16,1.45,37,1,1.5,1
1662,12978.00,38179.77,38.17977,1.42719,9.47810,6.65224,12978,11.55,1000,true,138,2.5,105,1.3,118,3,3.75,66
832,12904.00,23019.16,22.34870,1.34586,8.26903,6.79613,12904,18.83,1030,true,59,2.3,121,1.3,23,1.7,2.7,71
1680,12627.00,33303.62,33.13793,1.41486,6.69255,6.77908,12627,25.97,1005,true,128,2.7,57,1.6,105,2,3.3,26
1716,12605.00,28206.83,25.97314,1.49611,8.95717,9.03164,12605,11.80,1086,true,117,2.5,95,1.45,123,2,1.8,96
1587,12531.00,46102.91,41.91174,1.73620,10.13873,12.53096,12531,11.49,1100,true,122,2.3,78,1.3,23,1,1.65,66
1648,12454.00,29784.29,28.94489,1.41749,5.24475,7.78098,12454,25.26,1029,true,102,2.7,116,1.3,140,2.1,2.7,91
790,12454.00,29784.29,28.94489,1.41749,5.24475,7.78098,12454,25.26,1029,true,102,2.7,116,1.3,76,2.1,2.7,91
1546,12431.00,30636.69,28.31487,1.48283,7.62126,9.00676,12431,20.54,1082,true,123,2.9,16,1.45,135,2.1,1.65,61
920,12431.00,30636.69,28.31487,1.48283,7.62126,9.00676,12431,20.54,1082,true,123,2.9,37,1.45,25,2.1,1.65,61
606,12431.00,30636.69,28.31487,1.48283,7.62126,9.00676,12431,20.54,1082,true,123,2.9,37,1.45,41,2.1,1.65,61
292,12431.00,30636.69,28.31487,1.48283,7.62126,9.00676,12431,20.54,1082,true,123,2.9,37,1.45,57,2.1,1.65,61
1468,12309.00,27072.70,25.13714,1.47325,9.32933,9.86094,12309,16.74,1077,true,124,2.7,121,1.3,88,1.7,1.65,91
1798,12297.00,1123.89,32.11114,1.98971,1.13007,16.70786,12297,14.88,35,false,1,2.9,18,2.05,46,2.5,2.7,76
1740,12278.00,27837.44,26.81834,1.40449,6.14988,7.74448,12278,22.61,1038,true,109,2.7,30,1.3,45,2.1,2.4,71
1274,12265.00,30421.62,29.56426,1.44074,11.17657,7.65790,12265,17.35,1029,true,132,2.7,128,1.6,29,1.4,2.85,41
480,12257.00,12275.08,11.97569,1.25445,4.21155,4.00287,12257,20.47,1025,true,119,1.9,126,1.6,79,2.9,3.3,91
1629,12203.00,17725.47,18.21734,1.23921,5.98257,4.49840,12203,18.16,973,false,35,2.1,126,1.6,31,1.5,3,101
1737,12183.00,29036.73,29.18264,1.41363,5.96698,5.13636,12183,25.89,995,true,102,2.7,95,1.45,65,2.6,3.75,6
1307,12164.00,35954.85,36.13553,1.38869,6.94014,6.25204,12164,24.36,995,true,130,2.5,105,1.45,88,2.3,3.9,26
1543,12137.00,26414.71,25.82083,1.43997,8.95290,6.46416,12137,12.06,1023,true,128,2.3,37,1.3,41,1.5,3.3,16
1577,11994.00,12594.66,12.37197,1.25774,4.00530,3.32526,11994,21.54,1018,true,115,1.9,31,1.75,124,2.6,3.75,6
1111,11994.00,12594.66,12.37197,1.25774,4.00530,3.32526,11994,21.54,1018,true,115,1.9,31,1.75,15,2.6,3.75,6
779,11994.00,12594.66,12.37197,1.25774,4.00530,3.32526,11994,21.54,1018,true,115,1.9,31,1.75,123,2.6,3.75,6
533,11994.00,12594.66,12.37197,1.25774,4.00530,3.32526,11994,21.54,1018,true,115,1.9,31,1.75,100,2.6,3.75,6
2140,11986.00,38082.03,31.81456,1.44858,8.20161,7.01252,11986,19.21,1197,false,4,3.1,53,1.3,86,2.5,1.95,71
1757,11924.00,30089.95,28.04282,1.43304,8.33182,8.38116,11924,16.16,1073,true,109,2.7,31,1.45,41,2.2,1.95,71
1407,11745.00,19667.01,18.74834,1.31734,5.98699,6.09860,11745,18.25,1049,true,125,1.9,16,1.45,135,2.5,2.7,96
1597,11727.00,38273.24,38.89557,1.42412,5.36350,6.10520,11727,27.31,984,true,102,2.7,70,1.3,57,1.8,3.9,1
1311,11727.00,38273.24,38.89557,1.42412,5.36350,6.10520,11727,27.31,984,true,102,2.7,70,1.3,118,1.8,3.9,1
1884,11597.00,34394.19,32.94463,1.48206,7.93154,8.26825,11597,20.02,1044,true,130,2.7,30,1.3,122,2.8,2.25,71
1503,11593.00,10794.50,10.22206,1.23080,4.33257,4.02514,11593,29.98,1056,true,112,2.1,55,1.75,128,2.2,2.7,41
1105,11593.00,10794.50,10.22206,1.23080,4.33257,4.02514,11593,29.98,1056,true,112,2.1,55,1.75,99,2.2,2.7,41
842,11593.00,10794.50,10.22206,1.23080,4.33257,4.02514,11593,29.98,1056,true,112,2.1,55,1.75,16,2.2,2.7,41
634,11593.00,10794.50,10.22206,1.23080,4.33257,4.02514,11593,29.98,1056,true,112,2.1,55,1.75,112,2.2,2.7,41
1029,11581.00,20295.67,18.16980,1.40950,7.71555,7.07627,11581,16.77,1117,true,35,1.7,48,1.45,104,2.1,1.65,61
1383,11552.00,27670.40,24.83878,1.47860,8.33770,8.06193,11552,12.12,1114,true,35,1.7,48,1.3,104,2.1,1.65,61
1256,11510.00,33548.71,40.66510,1.34399,4.84382,7.07205,11510,24.02,825,true,102,2.7,95,1.45,65,1.4,3.6,101
894,11510.00,33548.71,40.66510,1.34399,4.84382,7.07205,11510,24.02,825,true,102,2.7,70,1.45,88,1.4,3.6,101
1335,11448.00,33514.57,32.16370,1.50097,9.27064,8.10441,11448,19.22,1042,true,118,2.3,10,1.3,43,1.6,2.7,41
269,11351.00,33531.60,28.39255,1.42433,8.31895,6.00908,11351,19.81,1181,false,94,2.1,128,1.3,45,2.3,3.45,96
1413,11340.00,30669.89,30.12759,1.37076,6.69950,6.32041,11340,22.04,1018,true,99,2.5,16,1.6,88,2,3.15,21
1634,11309.00,12949.32,12.97527,1.27910,4.09430,4.79377,11309,24.96,998,true,15,2.7,121,1.3,81,2,2.7,76
860,11309.00,12949.32,12.97527,1.27910,4.09430,4.79377,11309,24.96,998,true,15,2.7,121,1.3,62,2,2.7,76
1088,11298.00,33506.36,26.74091,1.39646,7.52026,6.91196,11298,14.21,1253,false,138,2.1,16,1.45,36,2.8,2.25,71
1181,11237.00,1251.68,34.76889,2.12810,1.10387,19.45835,11237,16.39,36,false,1,2.9,128,1.9,17,1,1.5,81
1340,11232.00,42704.43,43.04882,1.41684,7.07531,7.05463,11232,18.77,992,true,138,2.7,30,1.3,122,3,3.75,66
1765,11157.00,29215.74,28.92648,1.37360,7.93984,6.48810,11157,19.33,1010,true,130,2.5,105,1.3,38,2,3.3,26
1281,11135.00,35169.63,35.02951,1.39998,4.86161,6.85743,11135,27.74,1004,true,123,2.9,37,1.45,57,2,3.15,21
1950,11116.00,523.25,29.06944,2.28446,1.23312,15.98237,11116,7.58,18,true,1,2.5,70,1.3,118,1,1.5,1
1257,11116.00,523.25,29.06944,2.28446,1.23312,15.98237,11116,7.58,18,true,1,2.5,50,1.3,79,1,1.5,1
1815,11096.00,21680.35,26.31110,1.28599,5.89672,6.31240,11096,18.67,824,true,63,2.3,121,1.3,23,2,3.45,101
778,11096.00,12861.47,15.22068,1.24020,3.84602,4.05563,11096,22.31,845,true,22,1.7,95,1.45,58,1.4,3.6,101
1284,11065.00,1243.43,34.53972,2.12098,1.09337,19.42113,11065,16.44,36,false,1,2.9,124,1.9,118,1,1.5,76
1488,11047.00,19978.93,19.56800,1.30750,5.01478,5.12700,11047,22.01,1021,true,117,1.9,8,1.3,43,1.9,3.6,11
881,11047.00,19978.93,19.56800,1.30750,5.01478,5.12700,11047,22.01,1021,true,117,1.9,120,1.3,111,1.9,3.6,11
1730,11046.00,25738.39,24.37348,1.50101,9.27887,7.08636,11046,12.54,1056,true,115,2.3,104,1.3,118,1.8,2.4,21
1037,11033.00,34927.97,32.55170,1.49475,7.69751,8.34951,11033,18.64,1073,true,115,1.9,58,1.3,118,1.9,2.4,36
1929,10980.00,26359.41,23.47232,1.45790,7.91113,10.66677,10980,11.96,1123,true,124,1.9,16,1.45,135,1,1.5,81
2159,10949.00,12510.07,11.75759,1.26363,5.04058,4.65063,10949,17.98,1064,true,124,1.9,130,1.6,31,2.9,2.4,66
1229,10949.00,12510.07,11.75759,1.26363,5.04058,4.65063,10949,17.98,1064,true,124,1.9,58,1.6,105,2.9,2.4,66
990,10920.00,33554.50,30.67139,1.51682,7.81411,9.00809,10920,13.51,1094,true,115,1.9,58,1.3,118,2.2,1.95,71
889,10875.00,23578.47,22.86952,1.35652,8.11967,6.23227,10875,11.79,1031,true,100,2.5,21,1.6,15,2.5,2.7,96
1248,10849.00,10957.88,10.62840,1.23328,3.90530,3.36831,10849,33.96,1031,true,112,2.1,55,1.75,112,2.7,3.3,31
1121,10822.00,32896.85,30.34765,1.61441,9.80030,8.44065,10822,21.21,1084,true,29,2.3,10,1.3,43,1.3,1.8,11
851,10819.00,27569.19,25.98416,1.42854,6.95070,7.60041,10819,14.66,1061,true,35,1.7,48,1.3,104,1.5,2.55,96
1544,10758.00,20334.68,19.66604,1.30953,7.30444,5.87420,10758,17.26,1034,true,100,2.5,31,1.75,15,2.1,2.7,91
878,10713.00,12924.99,12.04566,1.25812,4.20482,4.32919,10713,19.56,1073,true,41,1.5,120,1.6,98,2.8,2.4,66
364,10711.00,39008.87,36.08591,1.54802,8.63471,9.86468,10711,17.38,1081,true,108,2.1,59,1.3,63,1,2.1,16
1220,10614.00,25067.21,24.40819,1.41272,6.19237,5.95816,10614,23.27,1027,true,118,2.3,111,1.45,123,2,3.15,21
1958,10608.00,54701.43,50.13880,1.68639,10.09484,11.36554,10608,11.84,1091,true,118,2.3,10,1.3,92,1.3,1.8,11
1529,10607.00,13402.69,13.20462,1.26215,3.62428,4.93065,10607,26.51,1015,true,62,2.5,134,1.45,44,1.6,2.7,41
1754,10588.00,35170.21,32.68607,1.48423,7.32673,8.34564,10588,19.17,1076,true,113,1.9,67,1.3,118,1.9,2.4,36
1060,10587.00,20950.50,19.54338,1.37774,6.96437,5.89431,10587,19.83,1072,true,35,1.7,48,1.3,104,2.1,2.4,36
1486,10542.00,43194.91,43.63122,1.40775,4.79528,6.72341,10542,29.90,990,true,109,2.7,30,1.3,45,2,3.9,6
1078,10536.00,949.62,33.91500,2.11928,1.07434,20.47028,10536,13.43,28,true,1,2.9,130,2.2,45,2.5,2.7,76
859,10526.00,29025.85,27.15234,1.44925,6.39385,7.79303,10526,22.96,1069,true,123,2.9,37,1.45,41,2.2,1.8,31
1576,10490.00,9969.64,11.79839,1.21261,4.19232,4.77353,10490,18.15,845,true,124,1.9,130,1.6,140,1,2.7,101
1276,10472.00,29626.23,28.65206,1.45780,7.84790,7.50272,10472,20.16,1034,true,127,2.7,121,1.3,88,2.9,2.4,66
1207,10447.00,30622.55,29.33194,1.45888,8.93771,7.91231,10447,16.19,1044,true,138,2.7,30,1.3,25,2.8,2.25,71
1595,10425.00,37584.45,34.89735,1.49498,6.41597,8.47936,10425,21.08,1077,true,112,1.9,58,1.3,118,1.9,2.4,36
1604,10255.00,22581.45,21.65048,1.38919,9.83273,6.29336,10255,10.03,1043,true,132,2.7,128,1.6,29,2.9,2.4,66
1683,10153.00,27054.02,26.11392,1.43612,8.87532,7.25398,10153,16.20,1036,true,138,2.7,30,1.3,122,2.9,2.4,66
1465,10153.00,27054.02,26.11392,1.43612,8.87532,7.25398,10153,16.20,1036,true,138,2.7,30,1.3,45,2.9,2.4,66
1342,10041.00,53837.20,49.30147,1.70226,10.06220,11.49910,10041,11.85,1092,true,122,2.3,78,1.3,23,1.3,1.8,11
1714,10016.00,24824.98,22.90127,1.45843,5.34213,6.18419,10016,27.66,1084,true,29,2.3,10,1.3,107,2.8,1.8,41
1089,10016.00,24824.98,22.90127,1.45843,5.34213,6.18419,10016,27.66,1084,true,29,2.3,10,1.3,15,2.8,1.8,41
876,10016.00,24824.98,22.90127,1.45843,5.34213,6.18419,10016,27.66,1084,true,29,2.3,10,1.3,43,2.8,1.8,41
1414,9999.00,58434.25,44.84593,1.60885,10.40635,10.96000,9999,11.74,1303,false,113,1.9,128,1.3,106,1,1.5,1
275,9924.00,30331.92,29.85425,1.43543,9.18342,6.35275,9924,12.65,1016,true,93,2.3,129,1.3,139,2.3,3.45,61
2061,9923.00,39396.87,35.65328,1.65917,9.58046,12.28173,9923,11.48,1105,true,118,2.3,10,1.3,43,1,1.5,76
1612,9911.00,22719.38,21.80363,1.40470,9.91169,6.41253,9911,9.97,1042,true,128,2.7,57,1.6,105,2.8,2.4,66
826,9900.00,10516.63,10.42283,1.22730,4.42414,3.30030,9900,19.52,1009,true,136,2.3,56,2.05,110,2.3,3.45,96
880,9900.00,19613.36,18.82280,1.37992,8.89321,6.39797,9900,24.87,1042,true,128,2.7,57,1.6,105,1.9,2.4,36
1090,9820.00,30555.40,29.98567,1.38634,6.82266,7.36875,9820,18.04,1019,true,138,2.9,62,1.45,36,2.5,2.7,76
