Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,Inp_IchimokuFilter_Enabled,InpRange2_ATR_Period,InpRange2_ATR_Multiplier,InpRange2_SL_ATR_Period,InpRange2_SL_ATR_Multiplier,InpRange2_Trailing_ATR_Period,InpRange2_Trailing_ATR_Multiplier,InpRange2_RR_Ratio,InpRange2_PartialClosePercent
3966,24242.00,12122.10,17.80044,1.36635,6.94537,4.20660,24242,13.25,681,true,27,2.76,125,1.5,127,1.7,2.4,31
3973,24242.00,12122.10,17.80044,1.36635,6.94537,4.20660,24242,13.25,681,true,27,2.76,69,1.5,136,1.7,2.4,31
3848,24242.00,12122.10,17.80044,1.36635,6.94537,4.20660,24242,13.25,681,true,27,2.76,125,1.5,119,1.7,2.4,31
3840,24242.00,12122.10,17.80044,1.36635,6.94537,4.20660,24242,13.25,681,true,27,2.76,125,1.5,128,1.7,2.4,31
3834,24242.00,12122.10,17.80044,1.36635,6.94537,4.20660,24242,13.25,681,true,27,2.76,109,1.5,128,1.7,2.4,31
3621,24242.00,12122.10,17.80044,1.36635,6.94537,4.20660,24242,13.25,681,true,27,2.76,49,1.5,119,1.7,2.4,31
3079,24242.00,12122.10,17.80044,1.36635,6.94537,4.20660,24242,13.25,681,true,27,2.76,20,1.5,128,1.7,2.4,31
3974,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,125,1.5,103,2.3,2.4,11
3970,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,126,1.5,128,2.3,2.4,11
3960,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,125,1.5,80,2.3,2.4,11
3971,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,29,1.5,113,2.3,2.4,11
3957,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,136,1.5,84,2.3,2.4,11
3928,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,109,1.5,58,2.3,2.4,11
3893,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,49,1.5,52,2.3,2.4,11
3878,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,126,1.5,119,2.3,2.4,11
3895,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,29,1.5,97,2.3,2.4,11
3744,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,13,1.5,107,2.3,2.4,11
3816,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,125,1.5,112,2.3,2.4,11
3716,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,69,1.5,136,2.3,2.4,11
3671,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,97,1.5,138,2.3,2.4,11
3286,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,125,1.5,119,2.3,2.4,11
3057,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,49,1.5,119,2.3,2.4,11
2892,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,43,1.5,119,2.3,2.4,11
2701,21304.00,11099.81,16.29928,1.35419,6.09913,3.68903,21304,12.80,681,true,27,2.76,125,1.5,128,2.3,2.4,11
3713,20340.00,9398.99,14.04931,1.36784,6.99887,3.87694,20340,10.07,669,true,23,3,86,1.65,105,1.7,1.95,11
3315,18532.00,9956.22,14.88224,1.38958,6.20948,3.96501,18532,11.22,669,true,24,3,42,1.95,107,1.7,1.95,11
3881,18408.00,11207.77,16.45781,1.35027,6.45100,4.11217,18408,13.80,681,true,27,2.76,20,1.5,128,1.7,2.4,46
3888,18408.00,11207.77,16.45781,1.35027,6.45100,4.11217,18408,13.80,681,true,27,2.76,126,1.5,119,1.7,2.4,46
3428,18408.00,11207.77,16.45781,1.35027,6.45100,4.11217,18408,13.80,681,true,27,2.76,125,1.5,119,1.7,2.4,46
2356,18408.00,11207.77,16.45781,1.35027,6.45100,4.11217,18408,13.80,681,true,27,2.76,125,1.5,128,1.7,2.4,46
3674,16200.00,9780.30,15.25788,1.37532,6.64107,3.65304,16200,14.14,641,true,24,3,109,1.5,128,1.7,2.7,26
3962,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,49,1.5,111,1.3,2.7,6
3969,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,49,1.5,119,1.3,2.7,6
3963,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,125,1.5,16,1.3,2.7,6
3876,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,29,1.5,119,1.3,2.7,6
3874,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,13,1.5,107,1.3,2.7,6
3871,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,125,1.5,135,1.3,2.7,6
3917,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,120,1.5,80,1.3,2.7,6
3896,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,69,1.5,136,1.3,2.7,6
3870,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,125,1.5,39,1.3,2.7,6
3851,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,125,1.5,139,1.3,2.7,6
3821,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,13,1.5,104,1.3,2.7,6
3769,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,125,1.5,52,1.3,2.7,6
3828,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,126,1.5,119,1.3,2.7,6
3793,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,21,1.5,128,1.3,2.7,6
3741,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,125,1.5,123,1.3,2.7,6
3730,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,125,1.5,119,1.3,2.7,6
3612,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,125,1.5,80,1.3,2.7,6
3702,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,77,1.5,119,1.3,2.7,6
3580,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,125,1.5,106,1.3,2.7,6
3522,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,77,1.5,103,1.3,2.7,6
3248,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,125,1.5,112,1.3,2.7,6
3039,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,125,1.5,128,1.3,2.7,6
2961,16189.00,11990.35,17.94963,1.37458,7.24186,4.03244,16189,11.29,668,true,27,2.76,109,1.5,26,1.3,2.7,6
3872,15961.00,9588.32,14.95838,1.36781,6.61729,3.65849,15961,13.98,641,true,24,3,123,1.5,80,1.7,2.7,36
3902,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,109,1.5,26,1.2,2.4,56
3900,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,125,1.5,80,1.2,2.4,56
3897,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,125,1.5,135,1.2,2.4,56
3885,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,109,1.5,58,1.2,2.4,56
3929,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,121,1.5,42,1.2,2.4,56
3894,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,125,1.5,111,1.2,2.4,56
3892,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,13,1.5,107,1.2,2.4,56
3855,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,132,1.5,128,1.2,2.4,56
3801,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,20,1.5,42,1.2,2.4,56
3782,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,125,1.5,106,1.2,2.4,56
3771,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,109,1.5,128,1.2,2.4,56
3663,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,126,1.5,119,1.2,2.4,56
3722,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,125,1.5,52,1.2,2.4,56
3682,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,125,1.5,112,1.2,2.4,56
3582,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,124,1.5,128,1.2,2.4,56
3615,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,45,1.5,119,1.2,2.4,56
3511,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,125,1.5,119,1.2,2.4,56
2752,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,20,1.5,128,1.2,2.4,56
2069,15763.00,10240.12,15.03689,1.33702,6.26901,4.04601,15763,13.76,681,true,27,2.76,125,1.5,128,1.2,2.4,56
3634,15496.00,7961.44,13.03018,1.37439,7.51356,2.97013,15496,9.90,611,true,24,3,42,1.95,107,1.8,2.7,26
3775,15296.00,7978.37,13.05789,1.37289,7.53352,2.97961,15296,9.93,611,true,24,3,42,1.95,107,1.7,2.7,26
3799,15014.00,7671.15,12.55507,1.36165,7.36874,2.93212,15014,9.86,611,true,24,3,42,1.95,107,1.7,2.7,36
3972,14972.00,9811.51,12.92689,1.33083,6.47761,3.71573,14972,11.75,759,false,24,3,70,1.65,117,1.7,1.95,21
3640,14972.00,9811.51,12.92689,1.33083,6.47761,3.71573,14972,11.75,759,false,24,3,70,1.65,69,1.7,1.95,21
3976,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,125,1.5,131,1.7,3.6,66
3967,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,133,1.5,128,1.7,3.6,66
3961,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,49,1.5,119,1.7,3.6,66
3965,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,132,1.5,128,1.7,3.6,66
3959,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,109,1.5,138,1.7,3.6,66
3946,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,124,1.5,128,1.7,3.6,66
3939,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,48,1.5,119,1.7,3.6,66
3880,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,125,1.5,39,1.7,3.6,66
3921,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,109,1.5,26,1.7,3.6,66
3904,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,125,1.5,112,1.7,3.6,66
3803,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,126,1.5,128,1.7,3.6,66
3792,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,70,1.5,104,1.7,3.6,66
3798,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,125,1.5,80,1.7,3.6,66
3845,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,125,1.5,52,1.7,3.6,66
3586,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,21,1.5,128,1.7,3.6,66
3697,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,20,1.5,42,1.7,3.6,66
3649,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,120,1.5,80,1.7,3.6,66
3565,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,70,1.5,136,1.7,3.6,66
3450,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,120,1.5,128,1.7,3.6,66
3419,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,13,1.5,128,1.7,3.6,66
2082,14713.00,11676.84,18.59369,1.40451,7.87024,3.51636,14713,11.33,628,true,27,2.76,125,1.5,128,1.7,3.6,66
3758,14575.00,8919.72,13.31302,1.34641,5.69936,3.77781,14575,14.32,670,true,24,3,123,1.5,128,1.7,1.95,11
3964,13951.00,8560.35,14.29107,1.36893,7.65041,2.95741,13951,10.89,599,true,24,3,123,1.5,128,1.7,3.6,66
3975,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,49,1.5,80,1.7,2.7,26
3935,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,13,1.5,26,1.7,2.7,26
3942,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,93,1.5,138,1.7,2.7,26
3934,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,126,1.5,119,1.7,2.7,26
3907,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,133,1.5,112,1.7,2.7,26
3889,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,124,1.5,128,1.7,2.7,26
3933,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,128,1.5,128,1.7,2.7,26
3925,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,133,1.5,128,1.7,2.7,26
3914,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,26,1.7,2.7,26
3910,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,109,1.5,112,1.7,2.7,26
3890,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,120,1.5,128,1.7,2.7,26
3873,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,139,1.7,2.7,26
3906,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,126,1.5,103,1.7,2.7,26
3899,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,77,1.5,103,1.7,2.7,26
3879,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,109,1.5,102,1.7,2.7,26
3825,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,109,1.5,58,1.7,2.7,26
3761,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,113,1.7,2.7,26
3735,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,48,1.5,111,1.7,2.7,26
3858,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,97,1.5,138,1.7,2.7,26
3824,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,111,1.7,2.7,26
3784,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,135,1.7,2.7,26
3755,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,29,1.5,97,1.7,2.7,26
3743,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,21,1.5,128,1.7,2.7,26
3740,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,39,1.7,2.7,26
3860,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,132,1.7,2.7,26
3849,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,20,1.7,2.7,26
3838,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,20,1.5,128,1.7,2.7,26
3826,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,83,1.7,2.7,26
3818,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,48,1.5,119,1.7,2.7,26
3786,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,69,1.5,136,1.7,2.7,26
3783,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,131,1.7,2.7,26
3766,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,106,1.7,2.7,26
3853,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,129,1.7,2.7,26
3842,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,120,1.5,80,1.7,2.7,26
3759,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,42,1.7,2.7,26
3706,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,103,1.7,2.7,26
3650,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,13,1.5,42,1.7,2.7,26
3638,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,44,1.5,95,1.7,2.7,26
3643,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,126,1.5,128,1.7,2.7,26
3673,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,13,1.5,104,1.7,2.7,26
3432,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,80,1.7,2.7,26
3433,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,49,1.5,128,1.7,2.7,26
3556,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,29,1.5,119,1.7,2.7,26
3504,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,49,1.5,111,1.7,2.7,26
3410,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,136,1.5,84,1.7,2.7,26
3382,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,49,1.5,119,1.7,2.7,26
3254,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,119,1.7,2.7,26
3253,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,52,1.7,2.7,26
3184,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,112,1.7,2.7,26
3091,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,70,1.5,136,1.7,2.7,26
3241,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,13,1.5,107,1.7,2.7,26
2882,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,13,1.5,128,1.7,2.7,26
2747,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,109,1.5,26,1.7,2.7,26
2580,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,109,1.5,128,1.7,2.7,26
1764,13921.00,12471.30,18.66961,1.37140,7.12894,4.10207,13921,11.41,668,true,27,2.76,125,1.5,128,1.7,2.7,26
3724,13866.00,7986.76,13.09305,1.37219,7.45242,3.03627,13866,9.95,610,true,23,3,90,1.95,107,1.7,2.7,26
3364,13866.00,7986.76,13.09305,1.37219,7.45242,3.03627,13866,9.95,610,true,23,3,42,1.95,107,1.7,2.7,26
3819,13685.00,9214.09,13.39257,1.30595,5.16853,3.30570,13685,15.19,688,true,27,2.76,125,1.5,112,2.8,2.25,21
3227,13685.00,9214.09,13.39257,1.30595,5.16853,3.30570,13685,15.19,688,true,27,2.76,125,1.5,128,2.8,2.25,21
3534,13638.00,7696.56,12.61731,1.36250,7.34657,2.96037,13638,9.89,610,true,23,3,42,1.95,128,1.8,2.7,26
3312,13638.00,7696.56,12.61731,1.36250,7.34657,2.96037,13638,9.89,610,true,23,3,42,1.95,107,1.8,2.7,26
2903,13224.00,7306.46,10.92147,1.31282,5.96782,3.34364,13224,10.55,669,true,21,3,138,1.65,136,1.7,1.95,21
3908,13101.00,9174.53,14.38014,1.36334,6.52847,3.53197,13101,13.93,638,true,23,3,42,1.5,128,1.7,2.7,26
3936,13101.00,9174.53,14.38014,1.36334,6.52847,3.53197,13101,13.93,638,true,23,3,109,1.5,16,1.7,2.7,26
3863,13101.00,9174.53,14.38014,1.36334,6.52847,3.53197,13101,13.93,638,true,23,3,125,1.5,128,1.7,2.7,26
3817,13101.00,9174.53,14.38014,1.36334,6.52847,3.53197,13101,13.93,638,true,23,3,106,1.5,119,1.7,2.7,26
3778,13101.00,9174.53,14.38014,1.36334,6.52847,3.53197,13101,13.93,638,true,23,3,109,1.5,128,1.7,2.7,26
3732,13101.00,9174.53,14.38014,1.36334,6.52847,3.53197,13101,13.93,638,true,23,3,90,1.5,128,1.7,2.7,26
3956,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,52,1.8,2.7,26
3949,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,70,1.5,104,1.8,2.7,26
3883,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,14,1.5,128,1.8,2.7,26
3913,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,136,1.5,84,1.8,2.7,26
3882,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,43,1.5,119,1.8,2.7,26
3940,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,20,1.5,80,1.8,2.7,26
3742,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,43,1.8,2.7,26
3800,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,120,1.5,80,1.8,2.7,26
3736,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,70,1.5,136,1.8,2.7,26
3856,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,123,1.8,2.7,26
3812,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,30,1.5,39,1.8,2.7,26
3839,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,13,1.5,104,1.8,2.7,26
3835,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,109,1.5,26,1.8,2.7,26
3774,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,109,1.5,128,1.8,2.7,26
3756,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,112,1.8,2.7,26
3720,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,106,1.8,2.7,26
3711,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,126,1.5,103,1.8,2.7,26
3699,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,13,1.5,107,1.8,2.7,26
3676,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,13,1.5,128,1.8,2.7,26
3639,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,49,1.5,128,1.8,2.7,26
3603,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,48,1.5,111,1.8,2.7,26
3521,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,77,1.5,128,1.8,2.7,26
3479,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,83,1.8,2.7,26
3463,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,126,1.5,39,1.8,2.7,26
3478,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,20,1.5,128,1.8,2.7,26
3444,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,42,1.8,2.7,26
3578,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,114,1.8,2.7,26
3549,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,39,1.8,2.7,26
3250,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,126,1.5,128,1.8,2.7,26
3090,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,119,1.8,2.7,26
3050,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,126,1.5,119,1.8,2.7,26
3018,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,80,1.8,2.7,26
1516,12961.00,12540.23,18.77280,1.37800,7.06349,4.08427,12961,11.63,668,true,27,2.76,125,1.5,128,1.8,2.7,26
