Pass	Result	Profit	Expected Payoff	Profit Factor	Recovery Factor	Sharpe Ratio	Custom	Equity DD %	Trades	Inp_Invalidation_Mode	Inp_Confirmation_Strategy	Inp_Confirmation_Timeout	Inp_PriceConfirmation_Enabled	Inp_Placement_ATR_Period	Inp_Placement_ATR_Multiplier	Inp_Placement_Percent_Value	Inp_SL_ATR_Period	Inp_SL_ATR_Multiplier	Inp_Trailing_ATR_Period	Inp_Trailing_ATR_Multiplier	Inp_RR_Ratio	Inp_PartialClosePercent	Inp_Pullback_StopBuffer_Points	Inp_BE_Buffer_Points	Inp_Trailing_MinChange_Points	Inp_BoundaryDetectionMode	Inp_IchimokuFilter_Enabled	Inp_AdaptiveEntry_Enabled	Inp_AdaptiveMode	Inp_IchimokuMode	Inp_MinCandleBodyRatio	Inp_ExplosiveCandleBodyRatio	Inp_MA_Fast_Period	Inp_MA_Slow_Period	Inp_Market_RR_Ratio	Inp_Market_PartialClosePercent	Inp_Market_BE_Buffer_Points	Inp_AdaptiveSL_Enabled	InpRange1_Enabled	InpRange1_Placement_Mode	InpRange1_SL_Strategy	InpRange1_SL_Calc_Mode	InpRange1_Trailing_Mode	InpRange1_Cleanup_Hours	InpRange1_QualityFilter	InpRange2_Enabled	InpRange2_Execution_Timeframe	InpRange2_TrendFilter_Timeframe	InpRange2_Placement_Mode	InpRange2_SL_Strategy	InpRange2_SL_Calc_Mode	InpRange2_Trailing_Mode	InpRange2_Cleanup_Hours	InpRange2_QualityFilter	InpRange3_Enabled	InpRange3_Execution_Timeframe	InpRange3_TrendFilter_Timeframe	InpRange3_Placement_Mode	InpRange3_SL_Strategy	InpRange3_SL_Calc_Mode	InpRange3_Trailing_Mode	InpRange3_Cleanup_Hours	InpRange3_QualityFilter	InpRange4_Enabled	InpRange4_Execution_Timeframe	InpRange4_TrendFilter_Timeframe	InpRange4_Placement_Mode	InpRange4_SL_Strategy	InpRange4_SL_Calc_Mode	InpRange4_Trailing_Mode	InpRange4_Cleanup_Hours	InpRange4_QualityFilter	Column1
13405	177905.25	172905.25	250.95102	1.47360	1.87871	1.78299	417	34.41	689	1	0	11	true	124	1.4	1.35	99	0.8	31	1.5	1.8	40	40	15	41	1	true	true	0	0	0.5	0.8	24	20	3	46	7	false	true	0	1	1	1	24	0	true	2	20	1	1	1	1	23	0	true	10	1	1	1	1	1	10	1	true	5	10	1	0	1	0	11	1	TRUE
9247	144319.21	139319.21	227.64577	1.69520	2.36664	5.06132	410	34.86	612	0	0	12	true	195	2.8	0.02	60	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	6	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	9	1	TRUE
8735	144319.21	139319.21	227.64577	1.69520	2.36664	5.06132	410	34.86	612	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	6	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	9	1	TRUE
8240	142885.84	137885.84	224.93612	1.69117	2.36595	5.03401	410	34.85	613	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	2.7	55	7	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
8367	132872.55	127872.55	215.27365	1.64457	2.02228	4.69737	408	38.91	594	0	0	12	true	195	2.8	0.02	58	0.7	34	2	3.2	10	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	6	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	9	1	TRUE
8164	132872.55	127872.55	215.27365	1.64457	2.02228	4.69737	408	38.91	594	0	0	12	true	195	2.8	0.02	63	0.7	34	2	3.2	10	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	6	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	9	1	TRUE
8745	124262.34	119262.34	136.92576	1.38731	2.65075	1.69611	432	26.79	871	1	0	11	true	140	2.7	1.42	54	0.5	20	1.5	1.8	58	35	40	38	1	true	true	0	0	0.5	0.8	12	100	2.9	31	6	true	true	0	0	1	0	21	0	true	2	20	1	1	1	1	23	0	true	10	1	1	1	1	1	10	1	false	16385	20	0	1	0	0	9	1	TRUE
9379	110272.39	105272.39	80.85437	1.49911	3.57690	1.67016	459	28.86	1302	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	10	100	2.9	31	6	true	true	0	0	1	0	22	0	true	2	5	1	1	1	1	23	0	true	10	1	1	1	1	0	13	1	true	6	10	1	0	0	0	11	1	TRUE
9117	109440.49	104440.49	80.21543	1.49824	3.57710	1.66605	459	28.84	1302	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	10	100	2.9	31	6	true	true	0	0	1	0	22	0	true	2	5	1	1	1	1	23	0	true	10	1	1	1	1	1	17	1	true	6	10	1	0	0	0	11	1	TRUE
9125	108310.15	103310.15	79.22558	1.47363	3.26277	1.61517	459	29.93	1304	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	20	3	19	7	true	true	0	0	1	0	22	0	true	2	5	1	1	1	1	23	0	true	10	1	1	1	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
9043	108310.15	103310.15	79.22558	1.47363	3.26277	1.61517	459	29.93	1304	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	20	3	31	6	true	true	0	0	1	0	22	0	true	2	5	1	1	1	1	23	0	true	16385	3	1	1	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
8605	98040.96	93040.96	124.88720	1.40481	3.59465	5.37086	422	25.58	745	0	0	12	true	107	1.2	0.31	39	0.8	47	1.5	2.6	50	5	35	48	0	false	false	1	0	0.3	0.8	24	85	4.3	85	6	true	false	1	1	0	1	23	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	13	0	true	20	12	0	1	1	0	23	1	TRUE
9369	96294.93	91294.93	97.12227	1.31903	2.20401	1.50148	437	30.31	940	1	0	11	true	140	2.7	1.74	51	0.5	20	1.5	1.8	58	35	40	38	1	true	true	0	0	0.5	0.8	12	100	2.9	31	6	true	true	0	0	1	0	21	0	true	2	20	1	1	1	1	23	0	true	10	1	1	1	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
9520	77649.06	72649.06	58.44655	1.39824	2.14223	1.43905	456	38.53	1243	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	10	49	0	true	false	1	0	0.2	0.7	25	20	2.9	73	2	false	true	0	0	0	0	22	0	true	2	5	1	1	1	1	23	0	false	3	12	0	0	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
8693	74461.31	69461.31	56.24398	1.47408	3.52326	1.66434	455	28.38	1235	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	20	3	31	6	true	true	0	0	1	0	22	0	true	2	4	1	1	1	1	23	0	true	10	3	1	1	1	0	13	1	false	0	0	0	1	0	1	23	1	TRUE
9246	73805.99	68805.99	57.05306	1.39275	3.14080	1.33048	454	29.25	1206	0	0	12	true	195	2.8	0.02	58	0.7	34	2	3.2	10	5	5	50	0	false	false	2	1	0.4	0.7	26	100	2.9	31	6	true	true	0	0	1	0	22	0	true	2	20	1	1	1	1	23	0	true	10	1	1	1	1	1	3	1	false	16385	12	0	1	0	0	16	1	TRUE
9068	71635.27	66635.27	53.86845	1.42782	3.37324	1.47323	456	28.36	1237	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	20	3	46	7	true	true	0	0	1	0	22	0	true	2	20	1	1	1	1	23	0	true	10	1	1	1	1	1	3	1	false	30	12	0	1	0	0	9	1	TRUE
9106	71635.27	66635.27	53.86845	1.42782	3.37324	1.47323	456	28.36	1237	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	20	3	46	6	true	true	0	0	1	0	22	0	true	2	20	1	1	1	1	23	0	true	10	1	1	1	1	1	3	1	false	16385	12	0	1	0	0	16	1	TRUE
8557	69865.24	64865.24	92.93014	1.41812	2.39294	3.64298	418	32.86	698	1	1	8	true	19	2.6	0.04	64	0.7	34	2	3.2	40	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	5	12	0	1	0	0	9	1	TRUE
7914	67995.09	62995.09	50.67988	1.49208	2.84040	1.43721	456	32.85	1243	0	0	9	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	20	3	31	6	true	true	0	0	1	0	22	0	true	2	5	1	1	1	1	23	0	true	16385	3	1	1	1	0	13	1	true	6	10	1	0	0	0	11	1	TRUE
5098	67634.27	62634.27	92.51739	1.42610	2.02594	3.80042	416	37.04	677	1	1	8	true	19	2.6	0.04	64	0.7	34	2	3.2	40	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
8655	67159.77	62159.77	91.68108	1.42408	2.02477	3.77936	416	37.04	678	1	1	8	true	195	2.8	0.02	59	0.7	34	2	3.2	40	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	6	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	9	1	TRUE
5398	67159.77	62159.77	91.68108	1.42408	2.02477	3.77936	416	37.04	678	1	1	8	true	195	2.8	0.02	63	0.7	34	2	3.2	40	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	6	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	9	1	TRUE
8314	66488.10	61488.10	90.55685	1.42102	2.02283	3.75749	416	37.05	679	1	1	8	true	195	2.8	0.02	60	0.7	34	2	3.2	40	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
4468	66488.10	61488.10	90.55685	1.42102	2.02283	3.75749	416	37.05	679	1	1	8	true	195	2.8	0.02	63	0.7	34	2	3.2	40	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
7625	58697.92	53697.92	87.03067	1.42240	2.16802	4.25731	410	35.15	617	0	0	12	true	107	1.2	0.31	64	0.7	47	1.5	2.6	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	6	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	9	1	TRUE
7600	53272.10	48272.10	103.36638	1.93160	3.59113	2.12508	394	26.07	467	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	100	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	10	1	1	1	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
9473	53235.15	48235.15	102.84680	1.98225	3.72081	2.78269	395	25.91	469	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	2.7	55	7	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
8385	53235.15	48235.15	102.84680	1.98225	3.72081	2.78269	395	25.91	469	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	10	1	1	1	1	1	17	1	true	6	10	1	0	0	0	11	1	TRUE
8715	52076.21	47076.21	103.92099	1.95181	3.31844	2.60041	393	28.75	453	0	0	12	true	195	2.8	0.02	58	0.7	34	2	3.2	10	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	10	1	1	1	1	1	17	1	true	6	10	1	0	0	0	11	1	TRUE
9508	51880.68	46880.68	103.48936	1.94949	3.31781	2.59758	393	28.74	453	0	0	12	true	195	2.8	0.02	63	0.7	34	2	3.2	10	5	5	50	0	false	false	2	1	0.4	0.2	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
8761	51880.68	46880.68	103.48936	1.94949	3.31781	2.59758	393	28.74	453	0	0	12	true	195	2.8	0.02	63	0.7	34	2	3.2	10	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
9027	50276.75	45276.75	103.84576	1.96290	3.46059	10.14275	391	26.66	436	0	0	12	true	195	2.8	0.02	62	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	1	3	1	false	30	12	0	1	0	0	9	1	TRUE
8575	50276.75	45276.75	103.84576	1.96290	3.46059	10.14275	391	26.66	436	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	2.7	55	7	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	1	6	1	false	6	12	0	1	1	0	23	1	TRUE
8464	50276.75	45276.75	103.84576	1.96290	3.46059	10.14275	391	26.66	436	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	1	10	1	false	16385	2	1	1	1	0	22	0	TRUE
7480	50276.75	45276.75	103.84576	1.96290	3.46059	10.14275	391	26.66	436	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	1	3	1	false	16385	2	1	1	1	0	22	0	TRUE
7395	50276.75	45276.75	103.84576	1.96290	3.46059	10.14275	391	26.66	436	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	1	3	1	false	16385	12	0	1	0	0	9	1	TRUE
6420	50276.75	45276.75	103.84576	1.96290	3.46059	10.14275	391	26.66	436	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	13	1	false	0	12	0	1	0	0	9	1	TRUE
9953	49959.17	44959.17	99.90927	1.87839	3.18533	1.92688	392	28.72	450	0	0	12	true	195	2.8	0.02	63	0.7	34	2	3.2	10	5	5	50	0	false	false	2	1	0.4	0.7	26	100	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	10	1	1	1	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
10059	46622.20	41622.20	88.55787	1.85222	3.04864	5.64492	395	29.71	470	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	2.7	55	7	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	1	10	1	true	6	12	0	1	1	0	23	1	TRUE
8373	45767.06	40767.06	65.12310	1.38432	2.11757	3.89868	411	34.83	626	0	0	12	true	107	1.2	0.31	100	0.8	47	1.5	2.6	18	5	5	47	0	false	false	1	0	0.3	0.8	24	85	2.7	55	7	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
7191	44970.33	39970.33	63.95253	1.37032	1.83482	3.68245	411	37.65	625	0	0	12	true	11	1.4	0.42	64	0.7	34	1.9	2.6	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
8280	43958.17	38958.17	56.70767	1.38279	2.65353	3.72670	417	30.58	687	1	1	8	true	195	2.8	0.02	60	0.7	34	2	3.2	72	5	35	48	0	false	false	1	0	0.3	0.7	26	85	2.7	31	7	true	false	0	1	1	0	23	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
9427	43402.88	38402.88	75.89502	1.75098	3.07374	1.95140	399	28.63	506	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	20	3	46	7	true	false	0	1	0	1	22	0	true	2	5	1	1	1	1	23	0	false	3	12	0	0	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
6124	41412.81	36412.81	52.46803	1.37024	2.49617	3.31220	417	31.42	694	1	1	8	true	195	2.8	0.02	98	0.8	47	2	3.2	40	5	35	48	0	false	false	1	0	0.3	0.8	24	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
6480	40189.27	35189.27	54.05418	1.32991	1.38934	4.23143	414	43.33	651	0	0	12	true	14	2.3	1.57	37	0.8	47	1.5	2.6	18	5	35	48	0	false	false	1	0	0.3	0.8	24	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
5696	40189.27	35189.27	54.05418	1.32991	1.38934	4.23143	414	43.33	651	0	0	12	true	14	2.3	1.57	100	0.8	47	1.5	2.6	18	5	35	48	0	false	false	1	0	0.3	0.8	24	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
7004	34759.82	29759.82	45.36558	1.36052	1.74930	5.17196	414	36.68	656	1	0	11	true	12	1.4	1.35	54	0.5	20	1.5	1.8	58	5	35	48	0	false	false	1	0	0.3	0.8	28	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
9145	32333.58	27333.58	56.24193	1.63033	1.81244	0.97012	397	39.75	486	0	0	12	true	195	2.8	0.02	63	0.7	34	2	3.2	10	5	5	50	0	false	false	2	1	0.4	0.7	26	20	3	94	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	false	3	12	0	0	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
10003	31374.98	26374.98	40.14457	1.35081	1.54146	4.71789	414	38.47	657	1	0	11	true	124	1.8	1.33	51	0.5	20	1.5	1.8	58	5	5	50	0	false	false	2	1	0.4	0.8	28	85	2.7	55	7	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
9568	30872.55	25872.55	39.50008	1.34641	1.49357	4.68015	414	39.15	655	1	0	11	true	124	1.8	1.34	62	0.5	20	1.5	1.8	58	5	5	50	0	false	false	2	1	0.4	0.7	26	85	2.7	55	7	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
8701	30872.55	25872.55	39.50008	1.34641	1.49357	4.68015	414	39.15	655	1	0	11	true	124	1.8	1.34	51	0.5	20	1.5	1.8	58	5	5	50	0	false	false	2	1	0.4	0.7	28	85	2.7	55	7	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
8160	30795.04	25795.04	49.04000	1.53164	2.49634	7.96438	401	30.50	526	1	1	8	true	195	2.8	0.02	63	0.7	34	2	2.5	32	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	13	1	false	0	12	0	1	0	0	9	1	TRUE
10025	30761.67	25761.67	54.92893	1.67350	2.61801	1.48730	395	32.33	469	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	100	2.7	55	7	true	false	1	1	0	1	22	0	true	2	20	1	1	1	1	23	0	false	6	1	1	1	1	1	10	1	true	6	10	1	0	0	0	11	1	TRUE
7876	29379.21	24379.21	38.03309	1.33268	1.41665	4.42515	413	40.62	641	1	0	11	true	124	1.8	1.34	51	0.5	20	1.5	2.3	58	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
6341	29312.69	24312.69	37.11861	1.34471	2.47847	4.60352	414	27.82	655	1	0	11	true	140	1.3	0.66	56	0.5	20	1.5	1.8	58	5	5	50	0	false	false	2	1	0.4	0.7	28	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	23	1	TRUE
8785	28375.85	23375.85	53.24795	1.68232	2.53099	5.25141	391	32.64	439	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	2.7	55	7	true	false	1	1	0	1	22	0	true	2	20	1	1	1	1	23	0	true	16385	15	1	1	1	1	3	1	false	16385	2	1	1	1	0	22	0	TRUE
8397	28375.85	23375.85	53.24795	1.68232	2.53099	5.25141	391	32.64	439	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	20	3	46	6	true	false	1	1	0	1	22	0	true	2	20	1	1	1	1	23	0	true	10	1	1	1	1	1	3	1	false	16385	12	0	1	0	0	9	1	TRUE
8224	28375.85	23375.85	53.24795	1.68232	2.53099	5.25141	391	32.64	439	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	20	3	85	6	true	false	1	1	0	1	22	0	true	2	20	1	1	1	1	23	0	true	20	15	1	0	1	1	3	1	false	30	12	0	1	0	0	9	1	TRUE
7977	28375.85	23375.85	53.24795	1.68232	2.53099	5.25141	391	32.64	439	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	20	1	1	1	1	23	0	true	10	12	1	1	1	1	3	1	false	30	12	0	1	0	0	9	1	TRUE
6854	28375.85	23375.85	53.24795	1.68232	2.53099	5.25141	391	32.64	439	0	0	12	true	195	2.8	0.02	63	0.7	34	2	2.5	18	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	20	1	1	1	1	23	0	false	6	15	1	0	1	1	3	1	false	16385	2	1	1	1	0	22	0	TRUE
6092	28343.57	23343.57	49.87942	1.62437	4.01791	8.57772	394	27.22	468	1	0	27	true	183	2.8	0.02	98	0.8	22	2.3	3	52	5	5	50	0	false	false	2	1	0.4	0.4	24	100	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	10	1	1	1	1	0	13	1	false	0	12	0	1	0	0	9	1	TRUE
5831	26761.69	21761.69	42.25571	1.47595	2.57241	7.46485	400	29.41	515	1	1	8	true	195	2.8	0.02	63	0.7	34	2	3.2	40	5	5	50	0	false	false	2	1	0.4	0.7	10	100	2.9	31	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	10	1	1	1	1	0	6	1	false	16385	0	0	1	0	1	23	1	TRUE
9457	26386.50	21386.50	32.16015	1.30817	1.34600	4.35410	415	40.43	665	1	0	11	true	140	1.5	1.33	62	0.7	20	1.5	1.8	58	5	5	50	0	false	false	2	1	0.3	0.7	26	85	4.3	85	6	true	false	1	1	0	1	6	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	9	1	TRUE
7868	26143.13	21143.13	31.89009	1.30704	1.36616	4.22602	415	40.02	663	1	0	11	true	124	1.8	1.33	62	0.7	47	1.5	1.8	58	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	6	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	8	0	true	20	12	0	1	1	0	9	1	TRUE
8408	26135.76	21135.76	41.36157	1.47435	2.55783	7.39051	399	29.41	511	1	1	8	true	195	2.8	0.02	63	0.7	34	2	3.2	40	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	1	10	1	false	16385	2	1	1	1	0	19	1	TRUE
8171	26135.76	21135.76	41.36157	1.47435	2.55783	7.39051	399	29.41	511	1	1	8	true	195	2.8	0.02	63	0.7	34	2	3.2	40	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	1	10	1	false	16385	2	1	1	1	0	22	0	TRUE
7485	26135.76	21135.76	41.36157	1.47435	2.55783	7.39051	399	29.41	511	1	1	8	true	195	2.8	0.02	63	0.7	34	2	3.2	40	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	20	15	1	1	1	1	3	1	false	16385	2	0	1	0	0	9	1	TRUE
7326	26135.76	21135.76	41.36157	1.47435	2.55783	7.39051	399	29.41	511	1	1	8	true	195	2.8	0.02	63	0.7	34	2	3.2	40	5	5	50	0	false	false	2	1	0.4	0.7	26	85	4.3	85	6	true	false	1	1	0	1	22	0	true	2	5	1	1	1	1	23	0	true	16385	15	1	1	1	0	3	1	false	0	12	0	1	0	0	23	1	TRUE
