Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,Inp_IchimokuFilter_Enabled,InpRange3_Execution_Timeframe,InpRange3_TrendFilter_Timeframe,InpRange3_ATR_Period,InpRange3_ATR_Multiplier,InpRange3_SL_ATR_Period,InpRange3_SL_ATR_Multiplier,InpRange3_Trailing_ATR_Period,InpRange3_Trailing_ATR_Multiplier,InpRange3_RR_Ratio,InpRange3_PartialClosePercent
3456,7399.00,62.37,3.66882,2.75394,1.82903,3.46264,7399,0.67,17,true,16408,6,84,1.56,104,2.85,126,1.9,6.6,35
3289,7399.00,62.37,3.66882,2.75394,1.82903,3.46264,7399,0.67,17,true,16408,6,84,1.56,99,2.85,86,1.6,2.1,33
3172,7399.00,62.37,3.66882,2.75394,1.82903,3.46264,7399,0.67,17,true,16408,6,84,1.56,99,2.85,101,1.5,12,26
3516,7387.00,58.45,3.65313,2.44858,1.36152,2.90064,7387,0.84,16,true,16408,6,131,1.56,98,2.4,75,1.7,8.55,35
3341,7387.00,58.45,3.65313,2.44858,1.36152,2.90064,7387,0.84,16,true,16408,6,131,1.56,99,2.4,86,1.7,8.55,35
3608,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,19,1.3,6.6,35
3672,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,86,1.7,6.6,35
3750,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,75,1.6,1.95,33
3585,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,128,1.9,8.7,33
3550,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,10,2.4,85,2.9,10.8,35
3447,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,92,1.6,6.6,35
3427,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,89,2.7,9,71
3399,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,124,1.7,13.05,48
3572,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,115,2.4,7,2.1,12,42
3506,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,89,1.9,13.35,33
3478,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,18,1.7,4.05,56
3515,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,63,2.4,85,2.9,10.95,35
3507,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,131,2.4,123,1.7,6.6,35
3476,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,113,2.9,6.3,35
3385,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,133,1.7,6.6,35
3552,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,105,1.7,6.6,35
3540,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,131,2.4,130,2.7,13.35,21
3500,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,86,2.5,12.75,13
3421,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,92,1.7,12.9,48
3409,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,106,2.4,117,1.1,6.6,35
3395,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,129,1.7,12.9,48
3337,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,62,2.7,9.15,55
3305,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,126,1.8,6.6,35
3285,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,10,2.4,123,1.7,6.6,35
3261,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,86,1.8,6.9,85
3158,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,59,2.6,1.5,33
3298,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,123,1.7,2.1,33
3230,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,86,1.6,2.1,33
3195,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,33,2.9,13.8,48
3375,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,86,1.7,2.1,33
3311,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,89,1.7,6.6,35
3271,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,117,2.4,13.35,41
3258,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,138,1.6,13.35,21
3222,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,123,1.7,12.9,48
3186,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,115,2.4,89,1.5,12,42
3169,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,18,1.7,4.05,85
3067,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,115,2.4,86,1.7,13.35,48
3031,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,33,2.9,6.6,35
3141,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,59,1.7,13.2,33
3093,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,92,1.6,7.35,25
3110,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,85,2.9,13.35,33
3030,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,114,2.8,8.7,48
2934,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,131,2.4,89,1.7,6.6,35
2917,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,51,2.4,85,2.9,13.35,16
2877,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,106,2.4,123,1.7,6.6,35
2705,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,117,2.4,12.75,13
2883,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,114,2.4,7.95,35
2767,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,16,1.7,13.05,33
2676,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,85,2.9,13.35,16
2032,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,117,2.4,13.35,48
1941,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,92,1.6,1.95,33
1826,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,97,1.7,6.6,35
1589,7370.00,58.47,3.65438,2.43908,1.36262,2.90559,7370,0.84,16,true,16408,6,132,1.56,99,2.4,123,1.7,6.6,35
3945,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,45,2.55,92,1.6,7.35,25
3900,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,51,2.55,123,1.6,7.35,25
3828,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,99,2.55,123,1.6,7.35,25
3850,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,52,2.55,89,1.6,12,16
3610,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,97,1.7,6.6,35
3479,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,64,2.55,92,1.6,7.35,25
3451,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,126,1.8,7.35,25
3533,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,45,2.55,117,2.4,13.35,21
3458,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,8,2.55,123,1.7,8.7,26
3414,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,40,2.55,122,1.6,6.6,19
3410,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,10,2.55,92,1.6,7.35,25
3406,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,86,1.7,2.1,33
3390,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,7,1.3,6.6,35
3555,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,8,2.55,89,1.9,3.6,34
3420,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,67,2.55,92,1.6,7.35,25
3408,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,8,2.55,37,2.9,6.6,35
3583,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,8,2.55,85,2.9,13.35,33
3413,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,45,2.55,123,1.7,6.6,35
3281,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,117,2.4,12.75,21
3225,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,45,2.55,98,1.5,12,26
3175,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,8,2.55,102,1.5,12,26
3266,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,10,2.55,65,2.4,13.35,33
3308,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,8,2.55,33,2.9,6.6,35
3288,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,8,2.55,86,1.7,14.55,48
3264,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,83,1.7,6.6,16
3323,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,8,2.55,75,1.4,12,26
3159,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,9,2.55,123,1.9,6.6,35
3151,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,7,2.1,6.6,35
3087,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,123,1.9,6.6,35
3013,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,10,2.55,86,1.7,2.1,33
2985,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,8,2.55,62,2.7,12.75,84
3046,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,40,2.55,123,1.7,6.6,27
2747,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,40,2.55,92,1.6,7.35,25
2680,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,123,1.7,6.6,35
2316,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,85,2.9,13.35,16
2256,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,92,1.6,7.35,25
2315,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,8,2.55,97,1.6,12,26
2127,7345.00,64.18,3.77529,2.61866,1.88211,3.40253,7345,0.67,17,true,16408,6,84,1.56,88,2.55,126,1.8,6.6,35
3404,7241.00,58.44,3.65250,2.48740,1.36129,2.93130,7241,0.84,16,true,16408,6,131,1.56,66,2.55,16,1.7,4.2,33
3573,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,85,1.7,6.6,35
3554,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,123,1.7,13.8,64
3535,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,75,1.7,6.6,35
3531,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,119,2.9,8.7,55
3493,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,87,2.55,86,1.7,2.1,33
3435,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,123,2.4,13.35,37
3411,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,68,2.55,138,1.6,10.95,21
3388,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,84,1.6,12.75,16
3384,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,85,2.9,1.5,33
3380,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,66,2.55,119,1.8,6.6,35
3584,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,82,1.7,2.1,33
3576,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,127,1.6,13.35,41
3568,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,68,2.55,89,1.5,6.6,35
3553,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,51,2.55,123,1.7,13.2,33
3537,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,68,2.55,98,1.5,12,26
3502,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,33,2.9,6.6,35
3466,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,88,2.55,117,2.4,12.75,13
3582,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,92,1.6,7.35,25
3551,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,68,2.55,92,1.6,7.35,25
3539,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,88,2.55,7,1.3,6.6,35
3534,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,64,2.55,123,1.8,6.6,35
3503,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,58,2.55,89,1.7,6.6,35
3453,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,123,1.6,6.6,64
3416,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,88,2.55,89,1.7,6.6,35
3401,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,117,2.4,13.35,48
3567,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,21,1.7,6.6,35
3548,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,63,2.55,75,1.7,6.6,35
3504,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,117,1.6,14.55,48
3496,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,83,1.7,6.6,16
3460,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,90,2.55,123,1.7,6.6,35
3445,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,117,2.4,12.75,13
3441,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,113,1.3,6.6,35
3376,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,85,2.9,13.2,64
3333,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,51,2.55,122,1.6,13.2,33
3301,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,16,1.7,4.2,33
3245,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,57,2.55,117,1.1,6.6,35
3241,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,9,2.55,95,2.4,10.35,35
3209,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,114,2.4,7.95,83
3193,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,88,2.55,123,1.8,6.6,35
3373,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,89,2.7,13.35,33
3262,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,86,1.7,2.1,33
3240,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,68,2.55,7,2.1,6.6,35
3227,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,97,1.7,6.6,35
3219,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,123,1.7,6.6,35
3207,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,33,2.9,6.6,35
3324,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,66,2.55,123,1.8,6.6,35
3239,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,84,1.6,2.1,33
3170,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,114,2.8,8.7,34
3358,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,89,1.7,6.6,35
3335,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,128,1.7,6.6,35
3307,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,85,2.9,13.35,16
3147,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,9,2.55,126,1,6.6,35
3012,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,63,2.55,89,1.7,6.6,35
2995,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,85,1.7,6.6,35
3104,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,86,1.7,14.55,48
3056,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,9,2.55,117,1.1,6.6,35
3035,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,51,2.55,85,2.9,13.35,16
2996,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,89,1.9,13.35,33
2961,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,68,2.55,117,2.4,13.35,21
3098,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,65,2.4,13.35,33
3042,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,92,1.6,7.35,33
2990,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,64,2.55,7,1.3,6.6,35
2800,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,66,2.55,117,2.4,13.35,48
2776,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,88,2.55,123,1.7,6.6,35
2790,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,33,2.9,6.6,35
2766,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,85,2.9,13.35,37
2845,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,35,2.55,86,1.6,2.1,33
2859,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,10,2.55,117,2.4,13.35,33
2554,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,58,2.55,138,1.6,13.35,21
2538,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,68,2.55,123,1.7,6.6,35
2589,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,9,2.55,7,1.3,6.6,35
2288,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,9,2.55,123,1.7,6.6,35
2431,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,89,1.7,6.6,35
1983,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,67,2.55,123,1.7,6.6,35
2031,7231.00,58.42,3.65125,2.47674,1.36145,2.93453,7231,0.84,16,true,16408,6,132,1.56,58,2.55,123,1.7,6.6,35
3626,6894.00,42.50,4.72222,3.62995,1.43484,0.96090,6894,0.59,9,true,16408,6,122,1.92,45,2.85,101,1.5,13.35,41
3523,6667.00,76.14,4.75875,2.56570,1.71448,3.26887,6667,0.87,16,true,16408,6,132,1.68,87,2.55,18,1.7,4.05,85
3181,6460.00,80.98,5.06125,2.52447,1.38570,2.71328,6460,1.14,16,true,16408,6,133,1.56,99,1.8,12,3,6.3,22
3513,6402.00,73.49,4.59313,2.53874,1.67900,3.35757,6402,0.86,16,true,16408,6,138,1.68,87,2.55,86,1.7,6.6,35
3566,6402.00,73.49,4.59313,2.53874,1.67900,3.35757,6402,0.86,16,true,16408,6,138,1.68,23,2.55,114,2.8,8.7,48
3389,6402.00,73.49,4.59313,2.53874,1.67900,3.35757,6402,0.86,16,true,16408,6,138,1.68,23,2.55,33,2.9,6.6,35
3339,6402.00,73.49,4.59313,2.53874,1.67900,3.35757,6402,0.86,16,true,16408,6,138,1.68,87,2.55,123,1.8,8.4,36
3019,6402.00,73.49,4.59313,2.53874,1.67900,3.35757,6402,0.86,16,true,16408,6,138,1.68,23,2.55,133,1.7,6.6,35
2744,6402.00,73.49,4.59313,2.53874,1.67900,3.35757,6402,0.86,16,true,16408,6,138,1.68,87,2.55,75,1.7,6.6,35
1757,6402.00,73.49,4.59313,2.53874,1.67900,3.35757,6402,0.86,16,true,16408,6,138,1.68,39,2.55,75,1.7,6.6,35
3343,6248.00,90.51,5.32412,2.61596,1.76950,3.60252,6248,1.00,17,true,16408,6,84,1.56,67,1.95,102,1.5,12,26
3319,6248.00,90.51,5.32412,2.61596,1.76950,3.60252,6248,1.00,17,true,16408,6,84,1.56,88,1.95,29,1.7,6.6,35
2486,6248.00,90.51,5.32412,2.61596,1.76950,3.60252,6248,1.00,17,true,16408,6,84,1.56,88,1.95,84,1.7,6.6,35
2158,6248.00,90.51,5.32412,2.61596,1.76950,3.60252,6248,1.00,17,true,16408,6,84,1.56,8,1.95,102,1.5,12,26
1967,6248.00,90.51,5.32412,2.61596,1.76950,3.60252,6248,1.00,17,true,16408,6,84,1.56,88,1.95,102,1.5,12,26
3274,6163.00,88.82,5.22471,2.59461,1.74259,3.53684,6163,0.99,17,true,16408,6,85,1.56,8,1.95,12,3,6.3,35
2727,6163.00,88.82,5.22471,2.59461,1.74259,3.53684,6163,0.99,17,true,16408,6,85,1.56,34,1.95,102,1.5,12,26
3514,6143.00,76.76,4.79750,2.34714,1.28835,2.84347,6143,1.16,16,true,16408,6,132,1.56,99,1.8,12,3,6.3,22
3379,6143.00,76.76,4.79750,2.34714,1.28835,2.84347,6143,1.16,16,true,16408,6,132,1.56,99,1.8,33,2.9,13.8,48
