Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,Inp_IchimokuFilter_Enabled,InpRange3_Execution_Timeframe,InpRange3_TrendFilter_Timeframe,InpRange3_ATR_Period,InpRange3_ATR_Multiplier,InpRange3_SL_ATR_Period,InpRange3_SL_ATR_Multiplier,InpRange3_Trailing_ATR_Period,InpRange3_Trailing_ATR_Multiplier,InpRange3_RR_Ratio,InpRange3_PartialClosePercent
3064,6143.00,76.76,4.79750,2.34714,1.28835,2.84347,6143,1.16,16,true,16408,6,132,1.56,115,1.8,102,1.5,12,42
2778,6143.00,76.76,4.79750,2.34714,1.28835,2.84347,6143,1.16,16,true,16408,6,132,1.56,99,1.8,71,2.8,13.35,33
3556,5817.00,72.27,4.51688,2.39868,1.47882,2.61843,5817,0.96,16,true,16408,6,133,1.56,99,1.95,12,3,6.3,22
3481,5780.00,117.89,6.93471,2.62472,1.72859,3.45238,5780,1.32,17,true,16408,6,84,1.56,88,1.5,62,2.7,11.7,26
3340,5780.00,117.89,6.93471,2.62472,1.72859,3.45238,5780,1.32,17,true,16408,6,84,1.56,8,1.5,105,2.9,12.3,84
3192,5780.00,117.89,6.93471,2.62472,1.72859,3.45238,5780,1.32,17,true,16408,6,84,1.56,45,1.5,99,1.5,12,26
3366,5780.00,117.89,6.93471,2.62472,1.72859,3.45238,5780,1.32,17,true,16408,6,84,1.56,40,1.5,13,1.5,14.55,48
3068,5780.00,117.89,6.93471,2.62472,1.72859,3.45238,5780,1.32,17,true,16408,6,84,1.56,88,1.5,13,1.5,14.55,32
2510,5780.00,117.89,6.93471,2.62472,1.72859,3.45238,5780,1.32,17,true,16408,6,84,1.56,8,1.5,62,2.7,12.75,84
3350,5716.00,2050.03,7.82454,1.40003,4.46270,3.37130,5716,6.66,262,true,16385,16392,12,2.28,64,2.55,16,1.7,4.2,16
3206,5656.00,46.15,2.88438,2.42703,1.41651,2.60839,5656,0.64,16,true,16408,6,133,1.56,99,2.85,128,1.1,8.7,23
3345,5619.00,54.37,3.19824,2.27450,1.24788,2.77106,5619,0.86,17,true,16408,6,125,1.56,62,2.4,75,1.7,13.35,40
3310,5592.00,60.19,3.34389,2.37138,1.75175,3.46831,5592,0.68,18,true,16408,6,83,1.56,34,2.55,118,1.7,6.3,35
3431,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,33,2.9,6.6,19
3185,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,117,2.4,13.35,36
3365,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,131,2.4,117,2.4,12.75,36
3349,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,89,1.9,6.6,35
3268,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,85,2.9,13.35,35
3263,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,117,2.4,13.35,48
3155,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,83,1.7,6.6,35
3111,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,75,1.7,13.35,40
3047,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,131,2.4,89,2.7,6.75,35
3027,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,131,2.4,117,1.8,6.6,35
3034,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,123,1.6,6.6,35
2724,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,85,1.7,6.6,35
2701,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,85,2.9,13.35,33
2454,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,117,2.4,12.75,36
1702,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,59,1.7,6.6,35
1378,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,131,2.4,123,1.8,6.6,35
925,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,123,1.7,6.6,35
197,5572.00,55.75,3.27941,2.32266,1.29021,2.83734,5572,0.85,17,true,16408,6,128,1.56,99,2.4,7,1.3,6.6,35
2543,5362.00,90.34,5.01889,2.39478,1.71391,3.47066,5362,1.03,18,true,16408,6,80,1.56,45,1.8,12,3,6.3,35
2981,5342.00,6687.28,20.32608,1.46586,3.19234,4.53114,5342,16.96,329,true,16385,16392,8,2.64,9,1.5,33,1.7,4.2,16
3474,5233.00,67.60,4.22500,2.20909,1.35173,2.68618,5233,0.98,16,true,16408,6,132,1.56,10,1.95,35,1.5,13.35,33
3325,5233.00,67.60,4.22500,2.20909,1.35173,2.68618,5233,0.98,16,true,16408,6,132,1.56,67,1.95,102,1.5,12,26
3199,5233.00,67.60,4.22500,2.20909,1.35173,2.68618,5233,0.98,16,true,16408,6,132,1.56,67,1.95,35,1.5,7.35,35
3267,5233.00,67.60,4.22500,2.20909,1.35173,2.68618,5233,0.98,16,true,16408,6,132,1.56,66,1.95,12,3,6.3,35
3190,5233.00,67.60,4.22500,2.20909,1.35173,2.68618,5233,0.98,16,true,16408,6,132,1.56,67,1.95,102,1.7,6.6,35
3045,5233.00,67.60,4.22500,2.20909,1.35173,2.68618,5233,0.98,16,true,16408,6,132,1.56,10,1.95,84,1.7,6.6,38
3426,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,99,2.85,86,1.6,6.75,35
3512,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,99,2.85,31,2.5,14.1,26
3201,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,62,2.85,124,1.7,6.6,35
3296,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,102,2.85,138,1.6,13.35,21
3362,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,131,2.85,86,1.6,2.1,33
2963,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,131,2.85,73,2.8,13.35,33
2928,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,10,2.85,86,1.6,2.1,33
2830,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,99,2.85,31,2.8,13.35,33
2849,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,99,2.85,92,1.6,1.95,33
2863,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,99,2.85,86,1.6,2.1,48
2221,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,99,2.85,73,2.8,13.35,33
2397,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,99,2.85,124,1.7,6.6,35
2330,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,99,3,35,1.5,14.55,48
2150,5048.00,43.19,2.69938,2.23224,1.29544,2.70435,5048,0.66,16,true,16408,6,132,1.56,99,2.85,86,1.6,2.1,33
2441,4875.00,43.68,3.12000,2.01605,1.56840,2.88318,4875,0.55,14,false,16392,4,122,2.64,62,2.7,128,1.1,3,71
3347,4852.00,59.10,3.28333,2.31071,1.68184,3.40359,4852,0.69,18,true,16408,6,80,1.56,8,2.55,7,1.3,6.6,35
3272,4852.00,59.10,3.28333,2.31071,1.68184,3.40359,4852,0.69,18,true,16408,6,80,1.56,88,2.55,124,1.7,6.6,35
3024,4852.00,59.10,3.28333,2.31071,1.68184,3.40359,4852,0.69,18,true,16408,6,80,1.56,67,2.55,7,1.3,6.6,35
2965,4852.00,59.10,3.28333,2.31071,1.68184,3.40359,4852,0.69,18,true,16408,6,80,1.56,88,2.55,123,1.7,6.6,35
2773,4852.00,59.10,3.28333,2.31071,1.68184,3.40359,4852,0.69,18,true,16408,6,80,1.56,88,2.55,117,2.4,13.35,21
3434,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,68,2.7,34,2.5,6.9,35
3394,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,9,2.7,100,1.5,12,26
3382,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,51,2.7,128,2.8,13.35,16
3368,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,68,2.7,127,2.7,13.35,21
3313,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,64,2.7,15,1.3,6.6,35
3273,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,88,2.7,73,2.8,13.35,33
3351,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,9,2.7,127,2.7,13.35,69
3304,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,67,2.7,73,2.8,13.35,33
3300,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,59,2.7,86,1.6,2.1,48
3292,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,67,2.7,31,2.5,14.1,26
3183,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,9,2.7,86,2.9,6.6,35
3007,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,55,2.7,70,1.4,6.6,35
2988,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,67,2.7,86,1.6,2.1,33
3125,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,42,2.7,86,1.6,2.1,48
3066,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,62,2.7,138,1.6,13.35,21
3038,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,47,2.7,31,2.8,13.35,33
3022,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,88,2.7,34,2.5,6.9,35
2743,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,51,2.7,73,2.8,13.35,33
2721,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,106,2.7,73,2.8,13.35,33
2590,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,35,2.7,86,1.6,2.1,33
2412,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,10,2.7,86,1.6,2.1,33
2238,4744.00,45.03,2.81438,2.17695,1.35063,2.73396,4744,0.66,16,true,16408,6,132,1.56,58,2.7,138,1.6,13.35,21
3509,4740.00,59.50,3.30556,2.29545,1.69034,3.42266,4740,0.69,18,true,16408,6,76,1.56,88,2.55,117,2.4,12.75,36
3361,4540.00,72.46,4.26235,2.21659,1.20706,2.71282,4540,1.17,17,true,16408,6,128,1.56,99,1.8,54,1.5,12,26
2416,4540.00,72.46,4.26235,2.21659,1.20706,2.71282,4540,1.17,17,true,16408,6,128,1.56,99,1.8,12,3,6.3,35
2124,4540.00,72.46,4.26235,2.21659,1.20706,2.71282,4540,1.17,17,true,16408,6,128,1.56,131,1.8,102,1.5,12,26
3197,4284.00,51.96,3.05647,2.19421,1.18387,2.65695,4284,0.86,17,true,16408,6,122,1.56,99,2.4,89,2.7,9,71
2939,4284.00,51.96,3.05647,2.19421,1.18387,2.65695,4284,0.86,17,true,16408,6,122,1.56,62,2.4,89,2.7,9,71
2926,4284.00,51.96,3.05647,2.19421,1.18387,2.65695,4284,0.86,17,true,16408,6,122,1.56,62,2.4,133,1.7,6.6,35
2722,4284.00,51.96,3.05647,2.19421,1.18387,2.65695,4284,0.86,17,true,16408,6,122,1.56,62,2.4,113,2.9,8.7,55
2377,4284.00,51.96,3.05647,2.19421,1.18387,2.65695,4284,0.86,17,true,16408,6,122,1.56,62,2.4,86,1.7,8.55,35
1995,4284.00,51.96,3.05647,2.19421,1.18387,2.65695,4284,0.86,17,true,16408,6,122,1.56,62,2.4,75,1.7,6.6,35
3545,4200.00,82.20,5.13750,2.12127,1.23275,2.71280,4200,1.30,16,true,16408,6,132,1.56,35,1.5,16,1.7,4.2,33
3495,4200.00,82.20,5.13750,2.12127,1.23275,2.71280,4200,1.30,16,true,16408,6,132,1.56,35,1.5,62,2.7,12.75,84
3165,4200.00,82.20,5.13750,2.12127,1.23275,2.71280,4200,1.30,16,true,16408,6,132,1.56,67,1.5,120,1.7,6.6,35
3163,4200.00,82.20,5.13750,2.12127,1.23275,2.71280,4200,1.30,16,true,16408,6,132,1.56,88,1.5,62,2.4,10.35,35
2893,4200.00,82.20,5.13750,2.12127,1.23275,2.71280,4200,1.30,16,true,16408,6,132,1.56,67,1.5,13,1.5,14.55,48
2775,4200.00,82.20,5.13750,2.12127,1.23275,2.71280,4200,1.30,16,true,16408,6,132,1.56,9,1.5,62,2.4,10.35,35
3367,4076.00,56.40,3.31765,2.18662,1.30525,2.75789,4076,0.85,17,true,16408,6,128,1.56,131,2.25,102,1.5,12,26
3224,4076.00,56.40,3.31765,2.18662,1.30525,2.75789,4076,0.85,17,true,16408,6,128,1.56,131,2.25,29,2.5,6.6,35
2907,4076.00,56.40,3.31765,2.18662,1.30525,2.75789,4076,0.85,17,true,16408,6,128,1.56,99,2.25,95,1.4,3.6,35
2462,4076.00,56.40,3.31765,2.18662,1.30525,2.75789,4076,0.85,17,true,16408,6,128,1.56,99,2.25,123,1.7,6.6,35
2987,4049.00,36.51,4.56375,3.07916,1.23012,1.17871,4049,0.59,8,true,16392,3,97,2.88,109,3,29,2.5,14.1,93
2805,4049.00,36.51,4.56375,3.07916,1.23012,1.17871,4049,0.59,8,true,16392,3,97,2.88,62,3,29,2.5,14.1,93
3338,4031.00,3033.85,10.53420,1.37934,3.02982,3.58114,4031,11.88,288,true,16385,16392,8,3,9,2.55,11,1.7,4.2,16
2253,4031.00,3033.85,10.53420,1.37934,3.02982,3.58114,4031,11.88,288,true,16385,16392,8,3,9,2.55,16,1.7,4.2,16
3525,3989.00,73.51,4.59438,2.16461,1.23380,2.66254,3989,1.16,16,true,16408,6,132,1.56,131,1.65,91,1.7,6.6,35
3290,3989.00,73.51,4.59438,2.16461,1.23380,2.66254,3989,1.16,16,true,16408,6,132,1.56,51,1.65,13,1.5,14.55,48
3048,3989.00,73.51,4.59438,2.16461,1.23380,2.66254,3989,1.16,16,true,16408,6,132,1.56,99,1.65,105,2.9,8.7,55
2512,3989.00,73.51,4.59438,2.16461,1.23380,2.66254,3989,1.16,16,true,16408,6,132,1.56,115,1.65,13,1.5,14.55,48
2478,3989.00,73.51,4.59438,2.16461,1.23380,2.66254,3989,1.16,16,true,16408,6,132,1.56,99,1.65,21,1.7,4.05,85
3249,3905.00,63.90,3.75882,2.10059,1.26635,2.58922,3905,0.99,17,true,16408,6,128,1.56,19,1.95,35,2,6.6,35
2959,3905.00,63.90,3.75882,2.10059,1.26635,2.58922,3905,0.99,17,true,16408,6,128,1.56,51,1.95,102,1.5,12,26
2938,3905.00,63.90,3.75882,2.10059,1.26635,2.58922,3905,0.99,17,true,16408,6,128,1.56,67,1.95,35,2,6.6,35
2761,3905.00,63.90,3.75882,2.10059,1.26635,2.58922,3905,0.99,17,true,16408,6,128,1.56,67,1.95,102,1.5,12,26
3297,3837.00,3042.79,9.56852,1.38053,3.05201,3.66991,3837,11.82,318,true,16385,16392,8,3,9,2.55,86,1.6,2.1,16
3133,3826.00,58.35,3.64688,2.13521,1.16677,2.76341,3826,0.98,16,true,16408,6,132,1.56,68,2.1,29,1,9.45,36
3077,3826.00,58.35,3.64688,2.13521,1.16677,2.76341,3826,0.98,16,true,16408,6,132,1.56,9,2.1,95,2.4,10.35,35
3009,3826.00,58.35,3.64688,2.13521,1.16677,2.76341,3826,0.98,16,true,16408,6,132,1.56,66,2.1,102,1.6,6.6,35
2285,3754.00,52.99,3.78500,1.96241,1.43877,2.76871,3754,0.73,14,false,16392,4,122,2.64,62,2.1,50,1.1,11.1,71
3205,3709.00,69.97,4.37313,2.25260,1.59858,2.90614,3709,0.86,16,true,16408,6,138,1.68,87,2.4,133,1.7,6.6,35
3293,3638.00,40.44,2.37882,2.10341,1.20214,2.55553,3638,0.66,17,true,16408,6,128,1.56,99,3,35,1.5,14.55,48
3277,3638.00,40.44,2.37882,2.10341,1.20214,2.55553,3638,0.66,17,true,16408,6,128,1.56,99,2.85,127,2.7,13.35,36
3189,3638.00,40.44,2.37882,2.10341,1.20214,2.55553,3638,0.66,17,true,16408,6,128,1.56,131,2.85,34,2.5,6.9,35
3294,3638.00,40.44,2.37882,2.10341,1.20214,2.55553,3638,0.66,17,true,16408,6,128,1.56,131,2.85,86,1.9,6.6,35
3231,3638.00,40.44,2.37882,2.10341,1.20214,2.55553,3638,0.66,17,true,16408,6,128,1.56,131,2.85,73,2.8,13.35,33
3374,3638.00,40.44,2.37882,2.10341,1.20214,2.55553,3638,0.66,17,true,16408,6,128,1.56,131,3,35,1.5,14.55,33
3106,3638.00,40.44,2.37882,2.10341,1.20214,2.55553,3638,0.66,17,true,16408,6,128,1.56,99,2.85,124,1.7,6.6,35
2518,3638.00,40.44,2.37882,2.10341,1.20214,2.55553,3638,0.66,17,true,16408,6,128,1.56,131,2.85,138,1.6,13.35,21
2667,3638.00,40.44,2.37882,2.10341,1.20214,2.55553,3638,0.66,17,true,16408,6,128,1.56,131,3,35,2,6.6,35
1805,3638.00,40.44,2.37882,2.10341,1.20214,2.55553,3638,0.66,17,true,16408,6,128,1.56,99,2.85,127,2.8,6.3,35
2795,3587.00,169.93,2.32781,1.52796,2.15238,3.76734,3587,1.57,73,false,16390,32769,28,2.4,51,2.85,106,2.7,12.45,26
3926,3540.00,84.16,4.42947,2.31541,1.60122,3.49572,3540,1.04,19,false,16408,6,84,1.56,13,2.4,117,2.4,3.6,62
3789,3540.00,84.16,4.42947,2.31541,1.60122,3.49572,3540,1.04,19,false,16408,6,84,1.56,100,2.4,92,1.6,7.35,71
3254,3505.00,42.34,2.49059,2.06248,1.25862,2.59972,3505,0.66,17,true,16408,6,128,1.56,51,2.7,102,1.5,12,26
3198,3453.00,55.85,3.49063,2.13103,1.13933,2.66686,3453,0.96,16,true,16408,6,132,1.56,99,2.25,77,2.9,13.35,16
2948,3453.00,55.85,3.49063,2.13103,1.13933,2.66686,3453,0.96,16,true,16408,6,132,1.56,115,2.25,26,1.7,3.75,94
2913,3453.00,55.85,3.49063,2.13103,1.13933,2.66686,3453,0.96,16,true,16408,6,132,1.56,99,2.25,118,1.7,13.35,36
2082,3453.00,55.85,3.49063,2.13103,1.13933,2.66686,3453,0.96,16,true,16408,6,132,1.56,99,2.25,102,1.6,6.6,35
3142,3348.00,41.69,2.45235,2.02432,1.24597,2.52834,3348,0.66,17,true,16408,6,129,1.56,62,2.55,117,2.4,13.35,48
3070,3348.00,41.69,2.45235,2.02432,1.24597,2.52834,3348,0.66,17,true,16408,6,129,1.56,58,2.55,123,1.7,6.6,35
2844,3348.00,41.69,2.45235,2.02432,1.24597,2.52834,3348,0.66,17,true,16408,6,129,1.56,62,2.55,123,1.7,6.6,35
2915,3332.00,68.54,8.56750,2.95160,1.15465,1.18040,3332,1.18,8,true,16392,3,97,2.88,131,1.65,31,1.3,8.7,94
2637,3332.00,68.54,8.56750,2.95160,1.15465,1.18040,3332,1.18,8,true,16392,3,97,2.88,103,1.65,62,2.7,12.75,84
3303,3275.00,98.77,6.17313,2.13581,1.44401,2.76891,3275,1.33,16,true,16408,6,138,1.68,87,1.5,62,1.4,3.6,38
3315,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,109,2.4,123,2.5,14.1,93
3156,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,109,2.4,125,1.7,6.6,83
2992,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,62,2.4,123,1.7,6.6,83
3102,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,62,2.4,117,2.2,14.1,93
3074,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,42,2.4,114,2.8,8.7,90
2850,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,62,2.4,65,2.2,14.1,93
2832,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,42,2.4,66,2.2,14.25,89
2779,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,103,2.4,7,1.3,13.8,84
2639,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,125,2.4,89,1.9,14.1,93
2580,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,62,2.4,59,2.5,14.1,93
2459,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,109,2.4,123,1.7,6.6,83
2255,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,10,2.4,34,2.5,14.1,93
2289,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,125,2.4,34,2.5,14.1,93
1942,3269.00,45.83,5.72875,2.90008,1.14920,1.13615,3269,0.80,8,true,16392,3,97,2.88,109,2.4,117,2.4,12.75,84
2719,3267.00,211.89,2.90260,1.52097,2.07410,3.74579,3267,2.03,73,false,16390,32769,28,2.4,51,2.25,118,1.7,13.35,29
2355,3261.00,50.88,3.18000,2.10898,1.48772,2.66746,3261,0.67,16,true,16408,6,138,1.68,39,2.7,111,1.7,6.6,35
3220,3178.00,41.09,2.41706,1.99976,1.22146,2.49376,3178,0.66,17,true,16408,6,128,1.56,67,2.55,85,2.9,13.35,33
3091,3178.00,41.09,2.41706,1.99976,1.22146,2.49376,3178,0.66,17,true,16408,6,128,1.56,47,2.55,126,1.7,6.6,35
2955,3178.00,41.09,2.41706,1.99976,1.22146,2.49376,3178,0.66,17,true,16408,6,128,1.56,67,2.55,75,1.5,12,26
2997,3178.00,41.09,2.41706,1.99976,1.22146,2.49376,3178,0.66,17,true,16408,6,128,1.56,88,2.55,123,1.7,6.6,35
2888,3178.00,41.09,2.41706,1.99976,1.22146,2.49376,3178,0.66,17,true,16408,6,128,1.56,67,2.55,7,1.3,6.6,35
2884,3178.00,41.09,2.41706,1.99976,1.22146,2.49376,3178,0.66,17,true,16408,6,128,1.56,63,2.55,117,2.4,13.35,21
2513,3178.00,41.09,2.41706,1.99976,1.22146,2.49376,3178,0.66,17,true,16408,6,128,1.56,62,2.55,117,2.4,13.35,21
1635,3178.00,41.09,2.41706,1.99976,1.22146,2.49376,3178,0.66,17,true,16408,6,128,1.56,47,2.55,123,1.6,6.6,35
3003,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,77,2.7,123,1.7,14.55,93
2958,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,8,2.7,73,2.3,14.1,93
2834,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,77,2.7,73,2.5,14.1,93
2692,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,106,2.7,138,1.6,12.75,84
2925,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,77,2.7,59,2.6,11.1,18
2879,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,26,2.7,31,2.5,14.1,93
2867,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,34,2.7,70,1.4,14.55,93
2755,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,42,2.7,31,3,12.75,93
2706,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,138,2.7,127,2.7,13.35,84
2690,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,77,2.7,31,1.3,8.7,94
2635,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,8,2.7,31,2.5,14.1,93
2349,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,77,2.7,73,2.3,14.1,93
1795,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,42,2.7,34,2.5,14.1,93
1798,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,130,2.7,31,2.5,14.1,93
1655,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,66,2.7,31,2.5,14.1,93
1444,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,77,2.7,70,1.4,14.55,93
752,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,77,2.7,31,2.5,14.1,93
138,3153.00,43.56,5.44500,2.95775,1.22428,1.18695,3153,0.71,8,true,16392,3,97,2.88,106,2.7,31,2.5,14.1,93
2623,3134.00,54.28,6.78500,2.95604,1.21405,1.15688,3134,0.89,8,true,16392,3,97,2.88,77,2.1,22,1.7,14.55,93
2652,3134.00,54.28,6.78500,2.95604,1.21405,1.15688,3134,0.89,8,true,16392,3,97,2.88,77,2.1,26,1.7,3.75,94
2683,3134.00,54.28,6.78500,2.95604,1.21405,1.15688,3134,0.89,8,true,16392,3,97,2.88,77,2.1,73,2.3,14.1,93
2855,3114.00,40.94,2.40824,1.99176,1.21412,2.48705,3114,0.67,17,true,16408,6,127,1.56,62,2.55,75,1.7,6.6,35
3270,3062.00,69.93,4.11353,2.07386,1.17018,2.56193,3062,1.17,17,true,16408,6,129,1.56,99,1.65,62,2.7,12.75,84
